Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Gene Count
BP,GO:0150077,regulation of neuroinflammatory response,25/18493,0.02142048,0.047760761,0.017136384,351,APP,0.015535388,1
BP,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,25/18493,0.02142048,0.047760761,0.017136384,581,BAX,0.006989224,1
BP,GO:0016054,organic acid catabolic process,265/18493,0.021505701,0.04782735,0.017160276,4846/4843,"NOS3,NOS2",0.020549009,2
BP,GO:0046395,carboxylic acid catabolic process,265/18493,0.021505701,0.04782735,0.017160276,4846/4843,"NOS3,NOS2",0.020549009,2
BP,GO:0015980,energy derivation by oxidation of organic compounds,267/18493,0.021810268,0.048402009,0.017366462,2932/4843,"GSK3B,NOS2",0.019500998,2
BP,GO:0006836,neurotransmitter transport,268/18493,0.021963236,0.048402009,0.017366462,2932/23621,"GSK3B,BACE1",0.021655947,2
BP,GO:0007018,microtubule-based movement,269/18493,0.022116659,0.048402009,0.017366462,351/4137,"APP,MAPT",0.02604534,2
BP,GO:0034504,protein localization to nucleus,269/18493,0.022116659,0.048402009,0.017366462,2932/5743,"GSK3B,PTGS2",0.025613907,2
BP,GO:0002360,T cell lineage commitment,26/18493,0.022268286,0.048402009,0.017366462,596,BCL2,0.005596159,1
BP,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,26/18493,0.022268286,0.048402009,0.017366462,1636,ACE,0.010316234,1
BP,GO:0031954,positive regulation of protein autophosphorylation,26/18493,0.022268286,0.048402009,0.017366462,1636,ACE,0.010316234,1
BP,GO:0033137,negative regulation of peptidyl-serine phosphorylation,26/18493,0.022268286,0.048402009,0.017366462,581,BAX,0.006958577,1
BP,GO:0042953,lipoprotein transport,26/18493,0.022268286,0.048402009,0.017366462,5468,PPARG,0.010417037,1
BP,GO:0043032,positive regulation of macrophage activation,26/18493,0.022268286,0.048402009,0.017366462,351,APP,0.015467266,1
BP,GO:0044872,lipoprotein localization,26/18493,0.022268286,0.048402009,0.017366462,5468,PPARG,0.010417037,1
BP,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,26/18493,0.022268286,0.048402009,0.017366462,836,CASP3,0.019497308,1
BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,26/18493,0.022268286,0.048402009,0.017366462,351,APP,0.015467266,1
BP,GO:0048668,collateral sprouting,26/18493,0.022268286,0.048402009,0.017366462,351,APP,0.015467266,1
BP,GO:0048753,pigment granule organization,26/18493,0.022268286,0.048402009,0.017366462,596,BCL2,0.005596159,1
BP,GO:0050974,detection of mechanical stimulus involved in sensory perception,26/18493,0.022268286,0.048402009,0.017366462,23621,BACE1,0.010926315,1
BP,GO:0070168,negative regulation of biomineral tissue development,26/18493,0.022268286,0.048402009,0.017366462,4846,NOS3,0.011696913,1
BP,GO:1901623,regulation of lymphocyte chemotaxis,26/18493,0.022268286,0.048402009,0.017366462,102,ADAM10,0.008639248,1
BP,GO:0072522,purine-containing compound biosynthetic process,271/18493,0.022424866,0.048681116,0.017466604,4846/4843,"NOS3,NOS2",0.020429415,2
BP,GO:0007176,regulation of epidermal growth factor-activated receptor activity,27/18493,0.023115402,0.049557587,0.017781079,351,APP,0.015346755,1
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,27/18493,0.023115402,0.049557587,0.017781079,5743,PTGS2,0.014768306,1
BP,GO:0010818,T cell chemotaxis,27/18493,0.023115402,0.049557587,0.017781079,102,ADAM10,0.008571936,1
BP,GO:0035883,enteroendocrine cell differentiation,27/18493,0.023115402,0.049557587,0.017781079,2932,GSK3B,0.010646033,1
BP,GO:0035902,response to immobilization stress,27/18493,0.023115402,0.049557587,0.017781079,5468,PPARG,0.010335873,1
BP,GO:0045932,negative regulation of muscle contraction,27/18493,0.023115402,0.049557587,0.017781079,5743,PTGS2,0.014768306,1
BP,GO:0048710,regulation of astrocyte differentiation,27/18493,0.023115402,0.049557587,0.017781079,351,APP,0.015346755,1
BP,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,27/18493,0.023115402,0.049557587,0.017781079,836,CASP3,0.019345396,1
BP,GO:1905563,negative regulation of vascular endothelial cell proliferation,27/18493,0.023115402,0.049557587,0.017781079,5468,PPARG,0.010335873,1
BP,GO:1990776,response to angiotensin,27/18493,0.023115402,0.049557587,0.017781079,5743,PTGS2,0.014768306,1
BP,GO:0007162,negative regulation of cell adhesion,276/18493,0.023203291,0.049684369,0.017826568,836/102,"CASP3,ADAM10",0.027893593,2
BP,GO:0051146,striated muscle cell differentiation,277/18493,0.023360324,0.049958714,0.017925001,836/596,"CASP3,BCL2",0.024831151,2
CC,GO:0045121,membrane raft,304/19659,9.15E-08,4.60E-06,2.42E-06,351/4137/836/23621/4846/5743,"APP,MAPT,CASP3,BACE1,NOS3,PTGS2",0.337036172,6
CC,GO:0098857,membrane microdomain,305/19659,9.33E-08,4.60E-06,2.42E-06,351/4137/836/23621/4846/5743,"APP,MAPT,CASP3,BACE1,NOS3,PTGS2",0.337036172,6
CC,GO:0098589,membrane region,316/19659,1.15E-07,4.60E-06,2.42E-06,351/4137/836/23621/4846/5743,"APP,MAPT,CASP3,BACE1,NOS3,PTGS2",0.337036172,6
CC,GO:0005788,endoplasmic reticulum lumen,301/19659,8.48E-05,0.002263151,0.001191132,351/23621/102/5743,"APP,BACE1,ADAM10,PTGS2",0.100404049,4
CC,GO:0046930,pore complex,18/19659,9.43E-05,0.002263151,0.001191132,596/581,"BCL2,BAX",0.025252793,2
CC,GO:0097386,glial cell projection,23/19659,0.000155561,0.003111219,0.001637484,351/4137,"APP,MAPT",0.049650718,2
CC,GO:0043197,dendritic spine,164/19659,0.000294717,0.004580931,0.002411017,351/4137/102,"APP,MAPT,ADAM10",0.061688538,3
CC,GO:0044309,neuron spine,166/19659,0.000305395,0.004580931,0.002411017,351/4137/102,"APP,MAPT,ADAM10",0.061688538,3
CC,GO:0005798,Golgi-associated vesicle,175/19659,0.000356548,0.004753979,0.002502094,351/23621/102,"APP,BACE1,ADAM10",0.06187894,3
CC,GO:0043025,neuronal cell body,483/19659,0.000517827,0.006213924,0.003270486,4137/836/23621/102,"MAPT,CASP3,BACE1,ADAM10",0.083291272,4
CC,GO:0005802,trans-Golgi network,225/19659,0.000742048,0.008095069,0.004260562,351/23621/102,"APP,BACE1,ADAM10",0.055721173,3
CC,GO:0044304,main axon,68/19659,0.001371074,0.013710738,0.007216178,351/4137,"APP,MAPT",0.036894178,2
CC,GO:0070821,tertiary granule membrane,73/19659,0.001577984,0.014028716,0.007383535,5328/102,"PLAU,ADAM10",0.018994732,2
CC,GO:0031594,neuromuscular junction,76/19659,0.001708852,0.014028716,0.007383535,351/43,"APP,ACHE",0.035122188,2
CC,GO:0005901,caveola,77/19659,0.00175359,0.014028716,0.007383535,4846/5743,"NOS3,PTGS2",0.037451977,2
CC,GO:0060205,cytoplasmic vesicle lumen,338/19659,0.002388849,0.01625301,0.008554216,351/23621/4353,"APP,BACE1,MPO",0.048900183,3
CC,GO:0031983,vesicle lumen,339/19659,0.00240898,0.01625301,0.008554216,351/23621/4353,"APP,BACE1,MPO",0.048900183,3
CC,GO:0035579,specific granule membrane,91/19659,0.002437952,0.01625301,0.008554216,5328/102,"PLAU,ADAM10",0.018339537,2
CC,GO:0044853,plasma membrane raft,102/19659,0.003050693,0.019267537,0.010140809,4846/5743,"NOS3,PTGS2",0.034666633,2
CC,GO:0005635,nuclear envelope,461/19659,0.005714863,0.034289181,0.018046937,351/596/581,"APP,BCL2,BAX",0.031211838,3
CC,GO:0098793,presynapse,482/19659,0.006465918,0.036048323,0.018972802,351/23621/102,"APP,BACE1,ADAM10",0.038441938,3
CC,GO:0042581,specific granule,160/19659,0.007329346,0.036048323,0.018972802,5328/102,"PLAU,ADAM10",0.014793225,2
CC,GO:0070820,tertiary granule,164/19659,0.007687011,0.036048323,0.018972802,5328/102,"PLAU,ADAM10",0.014793225,2
CC,GO:0030426,growth cone,165/19659,0.007777649,0.036048323,0.018972802,351/4137,"APP,MAPT",0.028579859,2
CC,GO:0030427,site of polarized growth,167/19659,0.007960385,0.036048323,0.018972802,351/4137,"APP,MAPT",0.028579859,2
CC,GO:0035253,ciliary rootlet,10/19659,0.008110873,0.036048323,0.018972802,351,APP,0.016972414,1
CC,GO:1990909,Wnt signalosome,10/19659,0.008110873,0.036048323,0.018972802,2932,GSK3B,0.011773751,1
CC,GO:0005741,mitochondrial outer membrane,180/19659,0.00919526,0.037647594,0.019814523,596/581,"BCL2,BAX",0.013596491,2
CC,GO:0008021,synaptic vesicle,180/19659,0.00919526,0.037647594,0.019814523,23621/102,"BACE1,ADAM10",0.021189056,2
CC,GO:0030877,beta-catenin destruction complex,12/19659,0.009725629,0.037647594,0.019814523,2932,GSK3B,0.011619945,1
CC,GO:0097449,astrocyte projection,12/19659,0.009725629,0.037647594,0.019814523,351,APP,0.016750695,1
CC,GO:0070382,exocytic vesicle,197/19659,0.010931231,0.04047714,0.021303758,23621/102,"BACE1,ADAM10",0.020720832,2
CC,GO:0043083,synaptic cleft,14/19659,0.01133792,0.04047714,0.021303758,43,ACHE,0.010018974,1
CC,GO:0031968,organelle outer membrane,204/19659,0.011685186,0.04047714,0.021303758,596/581,"BCL2,BAX",0.013296043,2
CC,GO:0019867,outer membrane,206/19659,0.01190474,0.04047714,0.021303758,596/581,"BCL2,BAX",0.013296043,2
CC,GO:0030673,axolemma,15/19659,0.012143142,0.04047714,0.021303758,4137,MAPT,0.011202667,1
CC,GO:0097038,perinuclear endoplasmic reticulum,16/19659,0.012947749,0.041992701,0.022101422,102,ADAM10,0.009044492,1
CC,GO:0090723,growth cone part,17/19659,0.013751743,0.043426555,0.022856082,351,APP,0.016021302,1
MF,GO:0020037,heme binding,131/17632,4.94E-06,0.00050635,0.000184634,4846/4353/4843/5743,"NOS3,MPO,NOS2,PTGS2",0.112526523,4
MF,GO:0046906,tetrapyrrole binding,141/17632,6.62E-06,0.00050635,0.000184634,4846/4353/4843/5743,"NOS3,MPO,NOS2,PTGS2",0.112526523,4
MF,GO:0051400,BH domain binding,10/17632,3.46E-05,0.001323235,0.000482501,596/581,"BCL2,BAX",0.02747782,2
MF,GO:0070513,death domain binding,10/17632,3.46E-05,0.001323235,0.000482501,596/581,"BCL2,BAX",0.02747782,2
MF,GO:0034452,dynactin binding,12/17632,5.07E-05,0.001526645,0.000556671,4137/2932,"MAPT,GSK3B",0.04562878,2
MF,GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",13/17632,5.99E-05,0.001526645,0.000556671,4846/4843,"NOS3,NOS2",0.043831217,2
MF,GO:0010181,FMN binding,15/17632,8.05E-05,0.001759649,0.000641633,4846/4843,"NOS3,NOS2",0.042871127,2
MF,GO:0002020,protease binding,125/17632,0.000182082,0.003445854,0.001256486,836/2932/596,"CASP3,GSK3B,BCL2",0.067081742,3
MF,GO:0019903,protein phosphatase binding,133/17632,0.000218677,0.003445854,0.001256486,4137/596/5468,"MAPT,BCL2,PPARG",0.049794372,3
MF,GO:0004190,aspartic-type endopeptidase activity,25/17632,0.000228805,0.003445854,0.001256486,836/23621,"CASP3,BACE1",0.056970775,2
MF,GO:0070001,aspartic-type peptidase activity,26/17632,0.000247741,0.003445854,0.001256486,836/23621,"CASP3,BACE1",0.056970775,2
MF,GO:0051721,protein phosphatase 2A binding,29/17632,0.000308995,0.003939685,0.001436555,4137/596,"MAPT,BCL2",0.029572263,2
MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",161/17632,0.000383456,0.004512978,0.001645599,4846/4843/5743,"NOS3,NOS2,PTGS2",0.06305103,3
MF,GO:0019902,phosphatase binding,178/17632,0.000514267,0.005364347,0.00195604,4137/596/5468,"MAPT,BCL2,PPARG",0.045907799,3
MF,GO:0016504,peptidase activator activity,39/17632,0.000560978,0.005364347,0.00195604,351/836,"APP,CASP3",0.060363672,2
MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",39/17632,0.000560978,0.005364347,0.00195604,4846/4843,"NOS3,NOS2",0.035336925,2
MF,GO:0031406,carboxylic acid binding,192/17632,0.000641213,0.005770918,0.002104291,4846/4843/5468,"NOS3,NOS2,PPARG",0.052576029,3
MF,GO:0043177,organic acid binding,204/17632,0.000764723,0.006500149,0.002370195,4846/4843/5468,"NOS3,NOS2,PPARG",0.051362388,3
MF,GO:0048037,cofactor binding,495/17632,0.000853722,0.006874711,0.002506775,4846/4353/4843/5743,"NOS3,MPO,NOS2,PTGS2",0.07384694,4
MF,GO:0050661,NADP binding,50/17632,0.000922011,0.007053385,0.002571926,4846/4843,"NOS3,NOS2",0.033486712,2
MF,GO:0004601,peroxidase activity,52/17632,0.000996975,0.007263673,0.002648605,4353/5743,"MPO,PTGS2",0.039742672,2
MF,GO:0043621,protein self-association,55/17632,0.001114751,0.007686103,0.002802638,43/5468,"ACHE,PPARG",0.031956141,2
MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",56/17632,0.001155427,0.007686103,0.002802638,4353/5743,"MPO,PTGS2",0.039286501,2
MF,GO:0016597,amino acid binding,59/17632,0.00128169,0.008170771,0.002979366,4846/4843,"NOS3,NOS2",0.032492734,2
MF,GO:0001540,amyloid-beta binding,61/17632,0.001369382,0.008380618,0.003055884,23621/43,"BACE1,ACHE",0.032192496,2
MF,GO:0017171,serine hydrolase activity,277/17632,0.001845774,0.010861669,0.003960567,1636/5328/43,"ACE,PLAU,ACHE",0.036767027,3
MF,GO:0042277,peptide binding,285/17632,0.002002076,0.011345098,0.004136844,23621/43/5468,"BACE1,ACHE,PPARG",0.045561166,3
MF,GO:0050660,flavin adenine dinucleotide binding,77/17632,0.002171072,0.011863356,0.00432582,4846/4843,"NOS3,NOS2",0.029972292,2
MF,GO:0016209,antioxidant activity,86/17632,0.002699115,0.014240159,0.00519249,4353/5743,"MPO,PTGS2",0.034310246,2
MF,GO:0004497,monooxygenase activity,98/17632,0.003487773,0.017405062,0.006346531,4846/4843,"NOS3,NOS2",0.027381448,2
MF,GO:0033218,amide binding,348/17632,0.003526516,0.017405062,0.006346531,23621/43/5468,"BACE1,ACHE,PPARG",0.041207697,3
MF,GO:0051087,chaperone binding,101/17632,0.003699844,0.01768988,0.006450386,4137/581,"MAPT,BAX",0.023365662,2
MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",107/17632,0.004141668,0.019202279,0.007001863,4846/4843,"NOS3,NOS2",0.026717237,2
MF,GO:0008238,exopeptidase activity,113/17632,0.004606869,0.020730912,0.007559259,1636/23621,"ACE,BACE1",0.027190572,2
MF,GO:0031072,heat shock protein binding,115/17632,0.004767091,0.020838997,0.007598671,4137/581,"MAPT,BAX",0.022416888,2
MF,GO:0017124,SH3 domain binding,127/17632,0.005781937,0.024573232,0.008960312,4137/102,"MAPT,ADAM10",0.023519233,2
MF,GO:0001085,RNA polymerase II transcription factor binding,140/17632,0.00698332,0.02887697,0.010529614,2932/5468,"GSK3B,PPARG",0.024753477,2
MF,GO:0003680,AT DNA binding,10/17632,0.009039742,0.035463605,0.012931345,4137,MAPT,0.011664571,1
MF,GO:0004954,prostanoid receptor activity,10/17632,0.009039742,0.035463605,0.012931345,5468,PPARG,0.011486993,1
MF,GO:0008201,heparin binding,163/17632,0.009361639,0.035808269,0.013057023,351/4353,"APP,MPO",0.027509997,2
MF,GO:0016004,phospholipase activator activity,11/17632,0.009939491,0.03709127,0.013524853,836,CASP3,0.021210991,1
MF,GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,12/17632,0.010838473,0.037640311,0.013725053,836,CASP3,0.021116383,1
MF,GO:0008239,dipeptidyl-peptidase activity,12/17632,0.010838473,0.037640311,0.013725053,1636,ACE,0.011172904,1
MF,GO:0031404,chloride ion binding,13/17632,0.01173669,0.037640311,0.013725053,1636,ACE,0.011172904,1
MF,GO:0034236,protein kinase A catalytic subunit binding,13/17632,0.01173669,0.037640311,0.013725053,2932,GSK3B,0.01162063,1
MF,GO:0036041,long-chain fatty acid binding,13/17632,0.01173669,0.037640311,0.013725053,5468,PPARG,0.011282077,1
MF,GO:0060229,lipase activator activity,13/17632,0.01173669,0.037640311,0.013725053,836,CASP3,0.021116383,1
MF,GO:0008237,metallopeptidase activity,189/17632,0.01242555,0.037640311,0.013725053,1636/102,"ACE,ADAM10",0.020529563,2
MF,GO:0004953,icosanoid receptor activity,14/17632,0.012634142,0.037640311,0.013725053,5468,PPARG,0.011282077,1
MF,GO:0031434,mitogen-activated protein kinase kinase binding,14/17632,0.012634142,0.037640311,0.013725053,1636,ACE,0.011172904,1
MF,GO:0005516,calmodulin binding,192/17632,0.012803948,0.037640311,0.013725053,4846/4843,"NOS3,NOS2",0.022167985,2
MF,GO:0008242,omega peptidase activity,15/17632,0.013530831,0.037640311,0.013725053,23621,BACE1,0.011833647,1
MF,GO:0046965,retinoid X receptor binding,15/17632,0.013530831,0.037640311,0.013725053,5468,PPARG,0.011282077,1
MF,GO:0050321,tau-protein kinase activity,15/17632,0.013530831,0.037640311,0.013725053,2932,GSK3B,0.01162063,1
MF,GO:0097153,cysteine-type endopeptidase activity involved in apoptotic process,15/17632,0.013530831,0.037640311,0.013725053,836,CASP3,0.021116383,1
MF,GO:0016805,dipeptidase activity,16/17632,0.014426755,0.038724449,0.01412037,1636,ACE,0.011076168,1
MF,GO:0034185,apolipoprotein binding,16/17632,0.014426755,0.038724449,0.01412037,4137,MAPT,0.011357296,1
MF,GO:0005123,death receptor binding,17/17632,0.015321917,0.039070889,0.014246695,836,CASP3,0.020876211,1
MF,GO:0008656,cysteine-type endopeptidase activator activity involved in apoptotic process,17/17632,0.015321917,0.039070889,0.014246695,836,CASP3,0.020876211,1
MF,GO:0042166,acetylcholine binding,17/17632,0.015321917,0.039070889,0.014246695,43,ACHE,0.01012944,1
MF,GO:0061134,peptidase regulator activity,220/17632,0.01657563,0.04157494,0.015159765,351/836,"APP,CASP3",0.036720113,2
MF,GO:0005539,glycosaminoglycan binding,222/17632,0.016861302,0.041609341,0.015172309,351/4353,"APP,MPO",0.026269446,2
MF,GO:0016505,peptidase activator activity involved in apoptotic process,20/17632,0.018002832,0.043721163,0.015942357,836,CASP3,0.020152167,1
MF,GO:1901681,sulfur compound binding,242/17632,0.019833792,0.04741516,0.017289326,351/4353,"APP,MPO",0.025190245,2
