num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
479,TCMID,danshen,Salvia quinone methine,,NO,,,,,,,,
480,TCMID,danshen,salvianolic acid a,,5281793,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O,,"CA12,CA2,CA7,SRC,LCK,CA4","TTR,CA12,CA2,CA7,AKR1B1,CA4","TTR,CA12,CA2,CA7,SRC,AKR1B1,LCK,CA4",CHEMBL457077
481,TCMID,danshen,salvianolic acid b,,11629084,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL3747259
482,TCMID,danshen,salvianolic acid c,,13991590,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O,,XDH,"TTR,XDH","TTR,XDH",CHEMBL4077922
483,TCMID,danshen,salvianolicacid a,,6124301,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O,,,"TTR,CA12,CA2,CA7,AKR1B1,CA4","TTR,CA12,CA2,CA7,AKR1B1,CA4",
484,TCMID,danshen,salvianolicacid b,,11629084,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL3747259
485,TCMID,danshen,salvianolicacid c,,13991590,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O,,XDH,"TTR,XDH","TTR,XDH",CHEMBL4077922
486,TCMID,danshen,salvianolicacid d,,75412558,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)CC(=O)O)O)O,,,"TTR,CA7,XDH,AKR1B1","TTR,CA7,XDH,AKR1B1",
487,TCMID,danshen,salvianolicacid e,,NO,,,,,,,,
488,TCMID,danshen,salvianolicacid g,,NO,,,,,,,,
489,TCMID,danshen,salvigenin,,161271,Exist,-+,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O,,,"ACHE,TNKS2,KCND3,PTPRS,ABCB1,MAOB,MAOA,CYP1B1,TNKS,CREB1,ABCG2","ACHE,TNKS2,KCND3,PTPRS,ABCB1,MAOB,MAOA,CYP1B1,TNKS,CREB1,ABCG2",CHEMBL376644
490,TCMID,danshen,salvilenone,,389885,Exist,++,CC1=C2C=CC3=C4C2=C(C=C1)C(=O)C(=C4OC3(C)C)C(C)C,,,,,CHEMBL1997332
491,TCMID,danshen,salvinone,,130233,,++,CC(=O)C1=C(C=C2C3=C(C=CC2=C1)C(CCC3)(C)C)O,,,,,
492,TCMID,danshen,salviol,,13966146,,--,CC(C)C1=C(C=C2C(=C1)CCC3C2(CC(CC3(C)C)O)C)O,,,,,
493,TCMID,danshen,samaderin a,,441807,Exist,+-,CC1=CC(=O)C2(C1=CC(=O)C34C2C(C5C(C3C(=O)O5)(OC4)C)O)C,,,,,CHEMBL2270648
494,TCMID,danshen,succinic acid,,1110,Exist,-+,C(CC(=O)O)C(=O)O,,"EGLN1,SUCNR1",SLC22A6,"EGLN1,SLC22A6,SUCNR1",CHEMBL576
495,TCMID,danshen,Tan ¢õ,,NO,,,,,,,,
496,TCMID,danshen,tanshinaldehyde ii,,NO,,,,,,,,
497,TCMID,danshen,tanshindiol a,,16730071,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(CO)O,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
498,TCMID,danshen,tanshindiol b,,5321620,Exist,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC(C4(C)O)O,,"SUZ12,EED,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2",CHEMBL3287733
499,TCMID,danshen,tanshindiol c,,126072,Exist,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC(C4(C)O)O,,"EED,SUZ12,RBBP7,RBBP4,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,RBBP7,PTPN6,RBBP4,EZH2,CES2",CHEMBL3287734
500,TCMID,danshen,tanshinlactone,,5321617,,++,CC1=C2C=CC3=C(C2=CC=C1)C(=O)OC4=C3OC=C4C,,,,,
501,TCMID,danshen,tanshinol a,,5321622,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)CO,,,"EED,SUZ12,EZH2,PTPN6,CES2","EED,SUZ12,EZH2,PTPN6,CES2",
502,TCMID,danshen,tanshinol b,,126071,,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)O,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
503,TCMID,danshen,tanshinone i,,114917,Exist,++,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,,"EIF4H,CES1,ATXN2,MAP4K2,POLK,GSTO1,CTSL,TNFRSF10B,PLA2G7,PAFAH2,HIF1A,SUZ12,RAPGEF3,MDM4,FASN,PABPC1,BAZ2B,PIP4K2A,EZH2,GMNN,MDM2,DNMT1,POLB,EED,ABCB1,APAF1,POLH,PTPN6,TDP1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,USP1,IFNG,CES2","EED,PTPN11,SUZ12,EZH2,PTPN6,CES2","EIF4H,CES1,ATXN2,MAP4K2,POLK,GSTO1,CTSL,TNFRSF10B,PLA2G7,PAFAH2,HIF1A,SUZ12,RAPGEF3,MDM4,FASN,PABPC1,BAZ2B,PIP4K2A,EZH2,GMNN,MDM2,DNMT1,POLB,EED,ABCB1,APAF1,POLH,PTPN6,TDP1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,USP1,IFNG,CES2",CHEMBL363535
504,TCMID,danshen,tanshinone ii a,,164676,Exist,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,,"STK33,EIF4H,CES1,AR,PAFAH1B2,MITF,TERT,VDR,APEX1,DAGLB,PLA2G7,PAFAH2,HIF1A,SUZ12,MDM4,FASN,HPGD,PABPC1,BAZ2B,PIP4K2A,EZH2,KAT2A,MDM2,DNMT1,POLB,EED,TRA,ABCB1,CASP3,SENP8,APAF1,POLH,AKR1B1,PTPN6,TDP1,CFTR,ALDH1A1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,MGLL,CASP9,CES2","EED,PTPN11,CES1,SUZ12,APAF1,RBBP7,AKR1B1,EZH2,PTPN6,RBBP4,CES2,TERT","STK33,EIF4H,CES1,AR,PAFAH1B2,MITF,TERT,VDR,APEX1,DAGLB,PLA2G7,PAFAH2,HIF1A,SUZ12,MDM4,FASN,HPGD,PABPC1,BAZ2B,PIP4K2A,RBBP7,EZH2,KAT2A,MDM2,DNMT1,POLB,EED,TRA,ABCB1,CASP3,SENP8,APAF1,POLH,AKR1B1,RBBP4,PTPN6,TDP1,CFTR,ALDH1A1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,MGLL,CASP9,CES2",CHEMBL187266
505,TCMID,danshen,tanshinone ii b,,NO,,,,,,,,
506,TCMID,danshen,tanshinone iia,,164676,Exist,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,,"STK33,EIF4H,CES1,AR,PAFAH1B2,MITF,TERT,VDR,APEX1,DAGLB,PLA2G7,PAFAH2,HIF1A,SUZ12,MDM4,FASN,HPGD,PABPC1,BAZ2B,PIP4K2A,EZH2,KAT2A,MDM2,DNMT1,POLB,EED,TRA,ABCB1,CASP3,SENP8,APAF1,POLH,AKR1B1,PTPN6,TDP1,CFTR,ALDH1A1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,MGLL,CASP9,CES2","EED,PTPN11,CES1,SUZ12,APAF1,RBBP7,AKR1B1,EZH2,PTPN6,RBBP4,CES2,TERT","STK33,EIF4H,CES1,AR,PAFAH1B2,MITF,TERT,VDR,APEX1,DAGLB,PLA2G7,PAFAH2,HIF1A,SUZ12,MDM4,FASN,HPGD,PABPC1,BAZ2B,PIP4K2A,RBBP7,EZH2,KAT2A,MDM2,DNMT1,POLB,EED,TRA,ABCB1,CASP3,SENP8,APAF1,POLH,AKR1B1,RBBP4,PTPN6,TDP1,CFTR,ALDH1A1,MAPT,PTPN11,GAPDH,EPAS1,HTRA1,MGLL,CASP9,CES2",CHEMBL187266
507,TCMID,danshen,tanshinone iib,,9926694,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)CO,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
508,TCMID,danshen,tanshinone vi,,149138,Exist,-+,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C(C)CO,,,,,CHEMBL390741
509,TCMID,danshen,tanshiquinone a,,NO,,,,,,,,
510,TCMID,danshen,tanshiquinone b,,NO,,,,,,,,
511,TCMID,danshen,tanshiquinone c,,NO,,,,,,,,
512,TCMID,danshen,taraxanthin,,5281244,,++,CC1=CC(CC(C1C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C)C)C)(C)C)O,,,,,
513,TCMID,danshen,tigogenin,,99516,Exist,+-,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,,UGT1A4,EBP,"EBP,UGT1A4",CHEMBL43871
514,TCMID,danshen,Ursolic Protocatechualdehyde,,NO,,,,,,,,
515,TCMID,danshen,ursolicacid,,45358157,,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,,,"POLB,PTPRF,RORC,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,CD81,ACP1,PLCG1,AKR1B10,CES2","POLB,PTPRF,RORC,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,CD81,ACP1,PLCG1,AKR1B10,CES2",
516,TCMID,danshen,urushio iii,,NO,,,,,,,,
517,TCMID,danshen,beta-sitosterol,,222284,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,"POLB,PRKAA1,PRKAG1,PRKAG3,F2,GSK3B,PRKAB2,DPP4,PRKAA2,PRKAB1,PRKAG2","CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","POLB,PRKAG3,AR,NPC1L1,SREBF2,DPP4,ESR1,PRKAG2,CYP17A1,PRKAG1,RORC,ESR2,NR1H2,NR1H3,F2,GSK3B,PRKAB2,SHBG,PRKAA1,PRKAA2,PRKAB1",CHEMBL221542
518,TCMID,danshen,delta1-dehydrotanshinone,,NO,,,,,,,,
519,TCMID,sanqi,(-)-dicentrine,,317843,Exist,+-,CN1CCC2=CC3=C(C4=C2C1CC5=CC(=C(C=C54)OC)OC)OCO3,,"MBD2,UHRF1,RAD52,GSK3A,MMP14,BRCA1,RAD54L,SMARCA2,APAF1,TACC3,PADI4,TDP1,IL1B,GSTO1,PSIP1,AHR,SLC5A7,APOBEC3G,BARD1,ARNT,TDP2,MDM4,FEN1,POLI,SENP6,CASP6,MDM2","HTR7,RAD52,DRD5,TDP2,DRD1,HTR1A,DRD2,HTR2B,CASP6","MBD2,UHRF1,MMP14,RAD54L,SMARCA2,DRD1,TACC3,PADI4,GSTO1,PSIP1,SLC5A7,DRD5,TDP2,MDM4,DRD2,CASP6,MDM2,GSK3A,RAD52,BRCA1,APAF1,IL1B,TDP1,HTR2B,HTR7,APOBEC3G,BARD1,ARNT,FEN1,POLI,HTR1A,SENP6,AHR",CHEMBL478754
520,TCMID,sanqi,"(-)-trifara-9,14-diene",,NO,,,,,,,,
521,TCMID,sanqi,"(-)2d,4d,6d,8d-tetramethyl undecanoic acid",,NO,,,,,,,,
522,TCMID,sanqi,(s)-dencichine,,NO,,,,,,,,
523,TCMID,sanqi,"1,1,5,5-tetramethyl-4-methano-2,3,4,6,7,10-hexahydronaphthalene",,NO,,,,,,,,
524,TCMID,sanqi,"1,22-docosanediol",,347359,Exist,+-,C(CCCCCCCCCCCO)CCCCCCCCCCO,,,,,CHEMBL470773
525,TCMID,sanqi,1-heptadecanol,,15076,Exist,+-,CCCCCCCCCCCCCCCCCO,,,,,CHEMBL278989
526,TCMID,sanqi,1-methyl-4-isoallyl-cyclohexane,,NO,,,,,,,,
527,TCMID,sanqi,1-tetradecanol,,8209,Exist,+-,CCCCCCCCCCCCCCO,,,,,CHEMBL24022
528,TCMID,sanqi,"1-tridecene-3,5,7,9,11-pentyne",,441552,,++,CC#CC#CC#CC#CC#CC=C,,,,,
529,TCMID,sanqi,14-methyl hexadecanoic acid,,NO,,,,,,,,
530,TCMID,sanqi,"2,2,2-triethoxyl-ethanol",,NO,,,,,,,,
531,TCMID,sanqi,"2,6-ditertbutyl-4-methyl phenol",,NO,,,,,,,,
532,TCMID,sanqi,"2,8-dimethyl-5-acetyl-bicyclo[5,3,0] deca-diene-1,8",,NO,,,,,,,,
533,TCMID,sanqi,20(r)-ginsenoside-rh1,,NO,,,,,,,,
534,TCMID,sanqi,20(s)-ginsenoside-rh2,,119307,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,,SIRT1,,SIRT1,CHEMBL1783834
535,TCMID,sanqi,20(s)-ginsenosiderh1,,NO,,,,,,,,
536,TCMID,sanqi,20-hexadecanoylingenol,,NO,,,,,,,,
537,TCMID,sanqi,20-o-beta-d-xylopyranosyl(1¡ú6)-beta-d-gluco-pyranosyl-20(s)-protopanaxadiol,,NO,,,,,,,,
538,TCMID,sanqi,"3,4-dimethylbenzoic acid",,12073,Exist,++,CC1=C(C=C(C=C1)C(=O)O)C,,,"CES2,NR1H4,CES1","CES2,NR1H4,CES1",
539,TCMID,sanqi,3-ene-nonanone-2,,NO,,,,,,,,
540,TCMID,sanqi,"3-o-[beta-d-glucopyranosyl(1¡ú6)-beta-d-glucopy-ranosyl]-20-o-beta-d-glucopyranosyl-3beta,12beta,20(s)-trihydroxydammar-24-ene",,NO,,,,,,,,
541,TCMID,sanqi,"3beta-o-beta-d-glucopyranosyl-20-o-[alpha-l-arabino-pyranosyl(1¡ú2)-beta-d-glucopyranosyl]3beta,12beta,20(s)-trihydroxydammar-24-ene",,NO,,,,,,,,
542,TCMID,sanqi,"4,4'-diketo-3-hydroxy-beta-carotene",,10303691,,+-,CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,,,,,
543,TCMID,sanqi,"6-o-beta-d-glucopyranosyl-20-o-beta-d-glucopyra-nosyl-3beta,6alpha,12beta,20(s),25-pentahydroxydam-mar-23-ene",,NO,,,,,,,,
544,TCMID,sanqi,acetophenone,,7410,Exist,++,CC(=O)C1=CC=CC=C1,,,"CES2,CES1","CES2,CES1",CHEMBL274467
545,TCMID,sanqi,alpha-cuparenol,,5316200,,++,CC1=CC=C(C=C1)C2(CCC(C2(C)C)O)C,,,,,
546,TCMID,sanqi,alpha-guttiferin,,NO,,,,,,,,
547,TCMID,sanqi,bata-caryophyllene,,NO,,,,,,,,
548,TCMID,sanqi,"beta,beta-dimethylacrylalkannin",,442720,Exist,--,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C,,,SOAT2,SOAT2,CHEMBL513640
549,TCMID,sanqi,coprine,,108079,,++,C1CC1(NC(=O)CCC(C(=O)O)N)O,,,,,
550,TCMID,sanqi,cuparene,,86895,,++,CC1=CC=C(C=C1)C2(CCCC2(C)C)C,,,,,
551,TCMID,sanqi,cyclo-(ala-pro),,NO,,,,,,,,
552,TCMID,sanqi,cyclo-(ala-val),,NO,,,,,,,,
553,TCMID,sanqi,cyclo-(ile-ala),,NO,,,,,,,,
554,TCMID,sanqi,cyclo-(ile-val),,NO,,,,,,,,
555,TCMID,sanqi,cyclo-(leu-ala),,3634567,Exist,++,CC1C(=O)NC(C(=O)N1)CC(C)C,,,,,
556,TCMID,sanqi,cyclo-(leu-ile),,63103176,,++,CCC(C)C1C(=O)NC(C(=O)N1)CC(C)C,,,,,
557,TCMID,sanqi,cyclo-(leu-ser),,NO,,,,,,,,
558,TCMID,sanqi,cyclo-(leu-thr),,NO,,,,,,,,
559,TCMID,sanqi,cyclo-(leu-tyr),,NO,,,,,,,,
560,TCMID,sanqi,cyclo-(leu-val),,NO,,,,,,,,
561,TCMID,sanqi,cyclo-(phe-ala),,NO,,,,,,,,
562,TCMID,sanqi,cyclo-(phe-tyr),,NO,,,,,,,,
563,TCMID,sanqi,cyclo-(phe-val),,NO,,,,,,,,
564,TCMID,sanqi,cyclo-(pro-val),,NO,,,,,,,,
565,TCMID,sanqi,cyclododecanone,,13246,Exist,++,C1CCCCCC(=O)CCCCC1,,NFE2L2,,NFE2L2,CHEMBL1883853
566,TCMID,sanqi,cycloeucalenol,,101690,Exist,+-,CC1C2CCC3C4(CCC(C4(CCC35C2(C5)CCC1O)C)C(C)CCC(=C)C(C)C)C,,,,,CHEMBL225634
567,TCMID,sanqi,cyperene,,99856,Exist,++,CC1CCC2CC3=C(CCC13C2(C)C)C,,,,,
568,TCMID,sanqi,cyperol,,14076601,Exist,--,CC1=C2CC(CCC2(CCC1O)C)C(=C)C,,,,,CHEMBL2268862
569,TCMID,sanqi,daucosterol,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
570,TCMID,sanqi,dauricine,,73400,Exist,+-,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,,KCNH2,"DRD4,DRD2","DRD2,KCNH2,DRD4",CHEMBL442717
571,TCMID,sanqi,delta-elemene,,12309449,,+-,CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C,,,,,
572,TCMID,sanqi,delta-guaiene,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
573,TCMID,sanqi,dicapryl phthalate,,NO,,,,,,,,
574,TCMID,sanqi,diisocapryl phthalate,,NO,,,,,,,,
575,TCMID,sanqi,diterbutyl phthalate,,NO,,,,,,,,
576,TCMID,sanqi,ditertbutyl phthalate,,121712,,++,CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C,,,,,
577,TCMID,sanqi,dithiocyclopentene,,15897860,,++,C1CC(=C(C1)S)S,,,,,
578,TCMID,sanqi,docosane,,12405,Exist,++,CCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
579,TCMID,sanqi,eicosane,,8222,Exist,++,CCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
580,TCMID,sanqi,eicosanetetraenoic acid,,NO,,,,,,,,
581,TCMID,sanqi,elemicin,,10248,Exist,++,COC1=CC(=CC(=C1OC)OC)CC=C,,,,,CHEMBL458690
582,TCMID,sanqi,enanthicacid,,NO,,,,,,,,
583,TCMID,sanqi,encecalin,,114703,Exist,++,CC(=O)C1=C(C=C2C(=C1)C=CC(O2)(C)C)OC,,,,,CHEMBL451983
584,TCMID,sanqi,engeletin,,6453452,,--,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,,,,,
585,TCMID,sanqi,epsilon-cadinene,,12302130,,++,CC(C)C1CCC(=C)C2C1CC(=C)CC2,,,,,
586,TCMID,sanqi,ethyl pyroglutamate,,2724446,Exist,++,CCOC(=O)C1CCC(=O)N1,,CSF1R,,CSF1R,CHEMBL4229168
587,TCMID,sanqi,ethyl-p-digallate,,NO,,,,,,,,
588,TCMID,sanqi,ethylpalmitate,,NO,,,,,,,,
589,TCMID,sanqi,flavonoid glycoside,,NO,,,,,,,,
590,TCMID,sanqi,gamma-sitosterol,,457801,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,"CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","CYP17A1,RORC,AR,NPC1L1,ESR2,NR1H2,SREBF2,NR1H3,SHBG,ESR1",
591,TCMID,sanqi,ginsenoside,,NO,,,,,,,,
592,TCMID,sanqi,ginsenoside rb1,,9898279,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,,"PRKAA2,PRKAG1,PRKAB1",,"PRKAA2,PRKAG1,PRKAB1",CHEMBL501515
593,TCMID,sanqi,ginsenoside-rb2,,6917976,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C,,"PRKAA2,PRKAG1,PRKAB1",,"PRKAA2,PRKAG1,PRKAB1",CHEMBL449303
594,TCMID,sanqi,ginsenoside-rd,,24721561,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,CHEMBL525935
595,TCMID,sanqi,ginsenosiderb1,,NO,,,,,,,,
596,TCMID,sanqi,ginsenosiderb2,,6917976,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C,,"PRKAA2,PRKAG1,PRKAB1",,"PRKAA2,PRKAG1,PRKAB1",CHEMBL449303
597,TCMID,sanqi,ginsenosiderc,,100018,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,,,,,
598,TCMID,sanqi,ginsenosiderd,,24721561,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,CHEMBL525935
599,TCMID,sanqi,ginsenosidere,,432449,Exist,--,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O,,,,,
600,TCMID,sanqi,ginsenosiderg1,,NO,,,,,,,,
601,TCMID,sanqi,guaijaverin,,5481224,Exist,--,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,,EZH2,"NOX4,NMUR2,ALPI,CA12,CA7,P4HB,AKR1B1,CA4","NOX4,NMUR2,ALPI,CA12,CA7,P4HB,AKR1B1,EZH2,CA4",CHEMBL464507
602,TCMID,sanqi,gypenoside xvii,,44584555,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)C,,,,,CHEMBL504441
603,TCMID,sanqi,heneicosane,,12403,,++,CCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
604,TCMID,sanqi,heneicosanic acid,,16898,Exist,+-,CCCCCCCCCCCCCCCCCCCCC(=O)O,,,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL1172909
605,TCMID,sanqi,heneicosanoicacid,,16898,Exist,+-,CCCCCCCCCCCCCCCCCCCCC(=O)O,,,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL1172909
606,TCMID,sanqi,hentriacontane,,12410,Exist,++,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL257490
607,TCMID,sanqi,heptadecane,,12398,Exist,++,CCCCCCCCCCCCCCCCC,,ESR1,SLC22A1,"SLC22A1,ESR1",CHEMBL3185332
608,TCMID,sanqi,hexadecane,,11006,Exist,++,CCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL134994
609,TCMID,sanqi,hexadecanoic acid,,985,Exist,+-,CCCCCCCCCCCCCCCC(=O)O,,"PPARD,FFAR1,FABP4,PPARG,FABP3,PPARA,ESR1,TLR2,FABP5,FABP2","FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,FABP5,FFAR1,ESR1,FABP2,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL82293
610,TCMID,sanqi,hexadecanoicacid,,NO,,,,,,,,
611,TCMID,sanqi,isoaloesin,,NO,,,,,,,,
612,TCMID,sanqi,isobutyl pyroglutamate,,NO,,,,,,,,
