Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
PRKAG2,0,0,41.1,0.414272755,17.13,0.129107627,0.181126794
COG2,0,0,46.12,0.464872493,10.26,0.077328912,0.180733802
ABCC1,0,0,10.21,0.102913013,58.01,0.437217365,0.180043459
SORL1,0,0,26.78,0.269932466,35.83,0.270048236,0.179993567
CYP2E1,0.02,0.028571429,8.17,0.082350569,56.8,0.428097679,0.179673226
AGTR2,0.02,0.028571429,22.48,0.226590061,37.59,0.283313235,0.179491575
PCNA,0,0,8.35,0.084164903,60.25,0.45410009,0.179421664
JUP,0,0,31.35,0.315996371,29.49,0.222264094,0.179420155
GAA,0,0,43.4,0.437455902,13.31,0.100316551,0.179257484
UGT1A1,0.04,0.057142857,11.72,0.118133253,48.09,0.36245101,0.179242373
ADAMTS7,0.18,0.257142857,16.14,0.162685213,15.6,0.117576123,0.179134731
MFN2,0.01,0.014285714,28.81,0.290394113,30.65,0.231006934,0.178562254
HSPA5,0.01,0.014285714,7.23,0.072875718,59.34,0.447241483,0.178134305
NR1I2,0.02,0.028571429,4.96,0.04999496,60.34,0.454778414,0.177781601
INSR,0.01,0.014285714,28.14,0.283640762,31.16,0.234850769,0.177592415
CYP1A2,0.02,0.028571429,5.8,0.058461849,59.08,0.445281881,0.177438386
TEK,0,0,27.42,0.276383429,33.87,0.255275852,0.17721976
ELANE,0.01,0.014285714,38.09,0.383933071,17.7,0.133403678,0.177207488
S100A9,0.03,0.042857143,9.84,0.09918355,51.61,0.388981007,0.177007233
IGF2,0.02,0.028571429,16.77,0.169035379,44.22,0.333283087,0.176963298
ATP2A2,0,0,26.86,0.270738837,34.48,0.25987338,0.176870739
CYP11B2,0.04,0.057142857,26.15,0.2635823,27.74,0.209074465,0.176599874
ANGPT2,0.05,0.071428571,13.19,0.132950307,43.17,0.32536931,0.176582729
ABCC6,0.06,0.085714286,30.58,0.308235057,18.01,0.135740127,0.176563157
MIR17HG,0.3,0.428571429,3.58,0.036085072,8.58,0.064666868,0.176441123
CYP2C8,0.04,0.057142857,4.01,0.040419313,57.23,0.431338559,0.176300243
MTTP,0.04,0.057142857,22.98,0.231629876,31.81,0.239749774,0.176174169
PDGFB,0,0,13.13,0.13234553,52.37,0.394709074,0.175684868
GP1BA,0.06,0.085714286,32.18,0.324362463,15.45,0.116445583,0.175507444
DNM2,0.1,0.142857143,24.6,0.247958875,17.95,0.135287911,0.175367976
MIR17,0.04,0.057142857,36.37,0.366596109,13.57,0.102276153,0.175338373
S100A8,0.01,0.014285714,9.49,0.09565568,55.13,0.415511004,0.175150799
DMD,0,0,30.37,0.306118335,29.07,0.219098583,0.175072306
CTLA4,0.01,0.014285714,41.1,0.414272755,12.82,0.096623455,0.175060641
ADAM17,0.01,0.014285714,28.03,0.282532003,30.29,0.228293639,0.175037119
TERT,0.01,0.014285714,29.96,0.301985687,27.64,0.208320772,0.174864058
PRKCD,0,0,8.83,0.089003125,57.67,0.434654809,0.174552645
SOCS3,0.02,0.028571429,9.19,0.092631791,53.24,0.401266204,0.174156475
TH,0,0,19.57,0.197258341,43.12,0.324992463,0.174083601
ARG1,0.02,0.028571429,20.4,0.205624433,38.15,0.287533916,0.173909926
IGF2R,0,0,25.32,0.255216208,35.13,0.264772385,0.173329531
PTGS1,0.03,0.042857143,17.73,0.178711823,39.58,0.298311727,0.173293564
GCLC,0.02,0.028571429,14.29,0.144037899,46.06,0.34715104,0.173253456
PLA2G6,0.1,0.142857143,15.84,0.159661324,28.79,0.216988242,0.173168903
CD4,0,0,29.56,0.297953835,29.24,0.220379861,0.172777899
HTR2A,0,0,35.27,0.355508517,21.57,0.162571601,0.172693373
SLC17A5,0,0,37.57,0.378691664,18.46,0.139131746,0.172607803
LRP6,0.05,0.071428571,38.67,0.389779256,7.5,0.056526982,0.17257827
FGA,0,0,27.55,0.277693781,31.82,0.239825143,0.172506308
TLR3,0.01,0.014285714,28.57,0.287975003,28.52,0.214953271,0.172404663
SPARC,0.01,0.014285714,21.53,0.217014414,37.74,0.284443774,0.171914634
STAT5B,0.01,0.014285714,19.47,0.196250378,40.44,0.304793488,0.171776527
NPY,0.07,0.1,19.4,0.195544804,28.94,0.218118782,0.171221195
HLA-A,0.1,0.142857143,17.45,0.175889527,25.79,0.19437745,0.171041373
CTSD,0.01,0.014285714,16.34,0.164701139,44.32,0.33403678,0.171007878
CYP19A1,0.04,0.057142857,23,0.231831469,29.7,0.22384685,0.170940392
RHOA,0,0,15.4,0.155226288,47.42,0.357401266,0.170875851
CD86,0.01,0.014285714,12.28,0.123777845,49.68,0.37443473,0.170832763
PRKG1,0,0,33.5,0.337667574,23.11,0.174178475,0.17061535
PKD1,0.01,0.014285714,32.95,0.332123778,21.93,0.165284896,0.170564796
PITX2,0.04,0.057142857,25.13,0.253301079,26.6,0.200482364,0.170308767
TF,0,0,15.61,0.15734301,46.82,0.352879108,0.170074039
AHSG,0.03,0.042857143,26.22,0.264287874,26.93,0.202969551,0.170038189
MYLK,0,0,28.57,0.287975003,29.42,0.221736509,0.169903837
ECE1,0.03,0.042857143,24.44,0.246346134,29.24,0.220379861,0.169861046
BMPR2,0.02,0.028571429,24.49,0.246850116,31.06,0.234097076,0.16983954
CYP1B1,0.01,0.014285714,9.84,0.09918355,52.47,0.395462768,0.169644011
PARP1,0.01,0.014285714,7.83,0.078923496,55.09,0.415209527,0.169472912
ITGA2B,0.08,0.114285714,29.16,0.293921984,13.29,0.100165812,0.169457837
TFPI,0.07,0.1,10.11,0.10190505,40.66,0.306451613,0.169452221
TKT,0,0,21.44,0.216107247,38.65,0.291302382,0.169136543
BAG3,0,0,19.39,0.195444008,41.38,0.311878203,0.169107404
CXCL10,0.01,0.014285714,10.42,0.105029735,51.37,0.387172144,0.168829198
MEF2C,0.03,0.042857143,21.9,0.220743877,32.22,0.242839916,0.168813645
GSTP1,0.02,0.028571429,9.69,0.097671606,50.43,0.380087428,0.168776821
NOTCH2,0.1,0.142857143,10.85,0.109363975,33.67,0.253768465,0.168663194
KRAS,0,0,21.24,0.214091321,38.68,0.29152849,0.168539937
ABCG1,0.04,0.057142857,11.59,0.116822901,43.95,0.331248116,0.168404625
MIR222,0,0,26.28,0.264892652,31.75,0.239297558,0.168063403
CRYAB,0,0,25.6,0.258038504,32.52,0.245100995,0.167713166
NAGLU,0.01,0.014285714,35.5,0.357826832,17.35,0.130765752,0.167626099
HSP90AA1,0,0,14.42,0.145348251,47.38,0.357099789,0.16748268
MAP2K2,0,0,20.71,0.208749118,38.94,0.293488092,0.167412403
GAPDH,0.01,0.014285714,19.7,0.198568693,38.37,0.289192041,0.167348816
PIK3R1,0,0,23.48,0.236669691,35.16,0.264998493,0.167222728
ABCC3,0,0,3.1,0.03124685,62.41,0.470379861,0.167208904
MIR221,0.01,0.014285714,30.38,0.306219131,23.99,0.180810974,0.167105273
SH2B3,0.14,0.2,19.49,0.196451971,13.89,0.104687971,0.167046647
VCL,0,0,19.59,0.197459933,40.29,0.303662948,0.16704096
CD44,0.01,0.014285714,7.89,0.079528273,54.04,0.407295749,0.167036579
CTSB,0.01,0.014285714,11.6,0.116923697,48.93,0.368782032,0.166663814
SYNE1,0,0,20.36,0.205221248,38.93,0.293412722,0.166211323
SORT1,0.1,0.142857143,13.04,0.131438363,29.71,0.223922219,0.166072575
MLXIPL,0.05,0.071428571,22.55,0.227295636,26.42,0.199125716,0.165949974
PSEN2,0,0,37.44,0.377381312,15.94,0.12013868,0.165839997
MIR125A,0,0,24.4,0.245942949,33.26,0.250678324,0.165540424
PLCG1,0.1,0.142857143,11.48,0.115714142,31.41,0.236735002,0.165102096
SAA1,0.01,0.014285714,22.3,0.224775728,33.96,0.255954175,0.165005206
MTHFD1L,0.12,0.171428571,6.56,0.066122367,34.07,0.256783238,0.164778059
MIR143,0.03,0.042857143,22.56,0.227396432,29.71,0.223922219,0.164725265
PPBP,0.04,0.057142857,15.76,0.158854954,36.82,0.277509798,0.164502536
ADRB3,0.04,0.057142857,21.11,0.21278097,29.58,0.222942418,0.164288748
CYP3A5,0.02,0.028571429,8.01,0.080737829,50.88,0.383479047,0.164262768
EPHX2,0.04,0.057142857,18.92,0.190706582,32.46,0.244648779,0.164166073
ACADM,0,0,19.37,0.195242415,39.4,0.29695508,0.164065832
DES,0,0,25.61,0.2581393,31.02,0.233795598,0.163978299
PLA2G2A,0.1,0.142857143,11.01,0.110976716,31.57,0.23794091,0.163924923
ABO,0.2,0.285714286,16.38,0.165104324,5.42,0.040850166,0.163889592
CYP2J2,0.07,0.1,4.46,0.044955146,45.9,0.345945131,0.163633426
BSCL2,0,0,34.92,0.351980647,18.37,0.138453422,0.163478023
CBS,0.05,0.071428571,18.64,0.187884286,30.58,0.230479349,0.163264069
C1S,0,0,22.38,0.225582099,34.96,0.263491106,0.163024402
F2R,0.02,0.028571429,13.74,0.138494103,42.69,0.321751583,0.162939038
IGF1R,0.01,0.014285714,14.55,0.146658603,43.35,0.326725957,0.162556758
MYBPC3,0.01,0.014285714,25.74,0.259449652,28.3,0.213295146,0.162343504
ANXA5,0,0,17.21,0.173470416,41.54,0.313084112,0.162184843
LITAF,0,0,19.82,0.199778248,38.03,0.286629484,0.162135911
AKT2,0,0,20.05,0.202096563,37.69,0.284066928,0.162054497
F13A1,0.02,0.028571429,25.04,0.252393912,27.11,0.204326198,0.161763846
KITLG,0,0,25.64,0.258441689,30.09,0.226786253,0.161742647
STAR,0,0,8.57,0.086382421,52.86,0.398402171,0.161594864
GCK,0.02,0.028571429,22.28,0.224574136,30.69,0.231308411,0.161484659
SOS1,0,0,23.61,0.237980042,32.7,0.246457642,0.161479228
OGG1,0.02,0.028571429,9.29,0.093639754,47.96,0.361471209,0.161227464
CSF3,0.02,0.028571429,20.22,0.2038101,33.25,0.250602954,0.160994828
SCD,0.02,0.028571429,7.99,0.080536236,49.51,0.373153452,0.160753706
ACTA1,0,0,22.56,0.227396432,33.76,0.254446789,0.160614407
DNMT1,0.01,0.014285714,14.99,0.15109364,41.96,0.316249623,0.160542992
FCGR2A,0.03,0.042857143,31.68,0.319322649,15.81,0.119158879,0.160446224
MACO1,0.3,0.428571429,1.55,0.015623425,4.81,0.036252638,0.160149164
BGLAP,0.02,0.028571429,11.23,0.113194234,44.82,0.337805246,0.15985697
HSPA8,0.01,0.014285714,14.22,0.143332325,42.71,0.321902321,0.15984012
PLEC,0,0,20.7,0.208648322,35.82,0.269972867,0.159540396
TPM3,0,0,18.4,0.185465175,38.83,0.292659029,0.159374735
TBX5,0.08,0.114285714,28.38,0.286059873,10.31,0.077705758,0.159350448
AIFM1,0,0,19.64,0.197963915,37.14,0.279921616,0.159295177
DUSP1,0,0,4.07,0.04102409,57.89,0.436312933,0.159112341
CDC42,0,0,11.89,0.11984679,47.38,0.357099789,0.158982193
PTX3,0.05,0.071428571,14.21,0.143231529,34.79,0.262209828,0.158956643
TRIB1,0.08,0.114285714,9.46,0.095353291,35.21,0.265375339,0.158338115
MIR150,0.02,0.028571429,28.6,0.288277391,20.87,0.157295749,0.15804819
HLA-B,0,0,24.16,0.243523838,30.57,0.230403979,0.157975939
ADORA1,0,0,9.59,0.096663643,50.05,0.377223395,0.157962346
NOD2,0.03,0.042857143,33.05,0.333131741,12.87,0.097000301,0.157663062
XIAP,0,0,18.54,0.186876323,37.92,0.285800422,0.157558915
TTN,0,0,34.38,0.346537647,16.64,0.125414531,0.157317393
PDE5A,0,0,17.49,0.176292712,39.2,0.295447694,0.157246802
S100B,0.04,0.057142857,20.08,0.202398952,27.92,0.210431112,0.15665764
TAC1,0.01,0.014285714,7.22,0.072774922,50.72,0.382273138,0.156444591
MIR140,0,0,29.38,0.296139502,22.97,0.173123304,0.156420935
ERCC6,0,0,31.82,0.320733797,19.59,0.147648478,0.156127425
SLCO1B1,0.02,0.028571429,6.63,0.066827941,49.44,0.372625867,0.156008412
MIR22,0.02,0.028571429,26.73,0.269428485,22.46,0.169279469,0.155759794
FASN,0,0,4.09,0.041225683,56.41,0.425158276,0.15546132
CYP21A2,0.1,0.142857143,20.03,0.20189497,15.97,0.120364787,0.155038967
SMAD2,0.02,0.028571429,11.97,0.12065316,41.91,0.315872777,0.155032455
SMARCA4,0.13,0.185714286,13.38,0.134865437,19.12,0.14410612,0.154895281
PDGFRA,0,0,14.25,0.143634714,42.53,0.320545674,0.154726796
GNB3,0.06,0.085714286,22.01,0.221852636,20.61,0.155336147,0.154301023
ITGB2,0,0,22.37,0.225481302,31.5,0.237413325,0.154298209
IGFBP3,0.02,0.028571429,13.81,0.139199677,39.05,0.294317154,0.15402942
CRH,0.02,0.028571429,12.48,0.125793771,40.8,0.307506783,0.153957328
PF4,0,0,20.68,0.208446729,33.57,0.253014772,0.1538205
ENG,0,0,31.02,0.312670094,19.73,0.148703648,0.153791247
SLC25A4,0,0,23.67,0.23858482,29.49,0.222264094,0.153616305
NAMPT,0.05,0.071428571,14.93,0.150488862,31.69,0.238845342,0.153587592
NRG1,0,0,25.67,0.258744078,26.73,0.201462165,0.153402081
EEF1A2,0,0,21.91,0.220844673,31.69,0.238845342,0.153230005
MTRR,0.1,0.142857143,20.39,0.205523637,14.73,0.111018993,0.153133258
PTPRC,0.01,0.014285714,30.13,0.303699224,18.75,0.141317456,0.153100798
TFRC,0,0,0,0,60.9,0.458999096,0.152999699
PROCR,0.12,0.171428571,11.7,0.11793166,22.46,0.169279469,0.1528799
F9,0.01,0.014285714,31.37,0.316197964,16.91,0.127449503,0.152644394
MBL2,0.02,0.028571429,33.99,0.342606592,11.51,0.086750075,0.152642699
AHR,0.03,0.042857143,7.91,0.079729866,44.49,0.335318058,0.152635022
HSPA1A,0.04,0.057142857,12.1,0.121963512,36.99,0.278791076,0.152632482
PINK1,0,0,32.08,0.323354501,17.64,0.132951462,0.152101988
HAMP,0.03,0.042857143,14.54,0.146557807,35.41,0.266882725,0.152099225
NPC2,0,0,30.51,0.307529483,19.72,0.148628279,0.152052587
IL12A,0,0,10.97,0.110573531,45.83,0.345417546,0.151997026
FCGR2B,0.01,0.014285714,24.76,0.249571616,25.48,0.192041001,0.15196611
ACHE,0.01,0.014285714,12.24,0.12337466,42.13,0.317530901,0.151730425
SLC2A4,0,0,17.34,0.174780768,37.19,0.280298462,0.151693077
SERPINF2,0,0,23.11,0.232940228,29.47,0.222113355,0.151684528
PLTP,0.03,0.042857143,13.73,0.138393307,36.29,0.273515225,0.151588558
JAG1,0.01,0.014285714,29.33,0.295635521,19.21,0.144784444,0.15156856
PLA2G4A,0,0,8.11,0.081745792,49.27,0.371344588,0.151030127
RAD50,0.1,0.142857143,6.2,0.0624937,32.74,0.24675912,0.150703321
BTD,0.1,0.142857143,22.07,0.222457414,11.33,0.085393428,0.150235995
KCNJ5,0,0,35.38,0.356617276,12.47,0.093985529,0.150200935
MB,0,0,23.94,0.24130632,27.71,0.208848357,0.150051559
DSP,0,0,29.45,0.296845076,20.32,0.153150437,0.149998504
GCLM,0.01,0.014285714,11.97,0.12065316,41.8,0.315043714,0.149994196
PKM,0,0,3.86,0.038907368,54.54,0.411064215,0.149990528
BAD,0,0,4.64,0.046769479,53.49,0.403150437,0.149973305
F11,0.02,0.028571429,27.91,0.281322447,18.48,0.139282484,0.149725453
COX5A,0,0,21.1,0.212680173,31.37,0.236433524,0.149704566
SLC39A8,0.1,0.142857143,8.3,0.083660921,29.49,0.222264094,0.149594053
PIK3CA,0.04,0.057142857,16.69,0.168229009,29.55,0.22271631,0.149362725
ANGPT1,0.02,0.028571429,16.41,0.165406713,33.7,0.253994573,0.149324238
FGF23,0.01,0.014285714,32.18,0.324362463,14.45,0.108908652,0.14918561
MDM2,0,0,12.85,0.129523234,42.14,0.317606271,0.149043168
NQO1,0.02,0.028571429,7.34,0.073984477,45.71,0.344513114,0.149023007
INS1,0,0,0,0,59.31,0.447015375,0.149005125
TBX1,0.04,0.057142857,29.97,0.302086483,11.6,0.087428399,0.148885913
SELL,0.05,0.071428571,21.11,0.21278097,21.53,0.162270124,0.148826555
STAT6,0,0,11.03,0.111178309,44.48,0.335242689,0.148806999
MIR142,0.02,0.028571429,25.62,0.258240097,21.16,0.159481459,0.148764328
PLPP3,0.18,0.257142857,3.57,0.035984276,20.31,0.153075068,0.148734067
APOH,0,0,19.03,0.191815341,33.71,0.254069943,0.148628428
F10,0.02,0.028571429,23.35,0.235359339,24.05,0.18126319,0.148397986
PRKCA,0,0,6.33,0.063804052,50.59,0.381293337,0.148365796
BAZ1B,0.1,0.142857143,13.95,0.140610826,21.43,0.161516431,0.148328133
CD55,0,0,24.04,0.242314283,26.89,0.202668074,0.148327452
MAOA,0,0,13.76,0.138695696,40.63,0.306225505,0.148307067
ADORA2A,0,0,12.86,0.12962403,41.76,0.314742237,0.148122089
IL5,0.02,0.028571429,11.66,0.117528475,39.53,0.297934881,0.148011595
ACE2,0.05,0.071428571,13.61,0.137183752,31.14,0.23470003,0.147770784
IKBKB,0,0,10.25,0.103316198,45.09,0.339840217,0.147718805
CRELD1,0.04,0.057142857,19.89,0.200483822,24.54,0.184956286,0.147527655
CPT1A,0,0,7.88,0.079427477,48.12,0.362677118,0.147368198
SLC1A2,0,0,19.78,0.199375063,32.14,0.242236961,0.147204008
IL33,0.03,0.042857143,14.48,0.145953029,33.54,0.252788664,0.147199612
CALM1,0.01,0.014285714,16.29,0.164197158,34.87,0.262812783,0.147098552
HSD11B1,0.02,0.028571429,16.36,0.164902732,32.85,0.247588182,0.147020781
LRP5,0,0,19.58,0.197359137,32.13,0.242161592,0.14650691
EIF2AK3,0,0,8.85,0.089204717,46.46,0.350165812,0.146456843
GHRL,0.01,0.014285714,30.39,0.306319927,15.64,0.1178776,0.14616108
PGF,0.02,0.028571429,15.37,0.154923899,33.77,0.254522159,0.146005829
CDH1,0,0,14.94,0.150589658,38.13,0.287383178,0.145990945
HADH,0,0,9.18,0.092530995,45.81,0.345266807,0.145932601
CAV3,0,0,17.33,0.174679972,34.83,0.262511305,0.145730426
ABCG2,0.01,0.014285714,9.28,0.093538958,43.64,0.328911667,0.14557878
CITED2,0.08,0.114285714,15.24,0.153613547,22.4,0.168827254,0.145575505
DAG1,0,0,21.8,0.219735914,28.79,0.216988242,0.145574719
NT5E,0.01,0.014285714,21.64,0.218123173,26.95,0.203120289,0.145176392
MAP2K1,0,0,13.57,0.136780566,39.53,0.297934881,0.144905149
THBS2,0.02,0.028571429,17.59,0.177300675,30.29,0.228293639,0.144721914
FDFT1,0,0,3.63,0.036589054,52.72,0.397347,0.144645351
SERPINB2,0.02,0.028571429,8.56,0.086281625,42.31,0.318887549,0.144580201
IDS,0,0,17.31,0.174478379,34.39,0.259195056,0.144557812
MIR27A,0,0,24.2,0.243927023,25.15,0.189553814,0.144493612
XRCC1,0.04,0.057142857,11.44,0.115310957,34.63,0.261003919,0.144485911
GCG,0.01,0.014285714,15.54,0.156637436,34.83,0.262511305,0.144478152
GJA5,0.02,0.028571429,23.27,0.234552968,22.59,0.17025927,0.144461222
MSR1,0,0,20.34,0.205019655,30.29,0.228293639,0.144437765
CDK2,0,0,5.53,0.055740349,50.03,0.377072656,0.144271002
RBP4,0.05,0.071428571,22.76,0.229412358,17.49,0.131820923,0.144220617
PRKCE,0.01,0.014285714,7.72,0.077814736,44.93,0.338634308,0.143578253
ERCC1,0.02,0.028571429,19.54,0.196955952,27.22,0.205155261,0.143560881
SGCD,0.01,0.014285714,19.58,0.197359137,29.02,0.218721737,0.143455529
MIR30A,0,0,25.38,0.255820986,23.12,0.174253844,0.143358277
SDHA,0,0,21.12,0.212881766,28.81,0.217138981,0.143340249
ACTN2,0.01,0.014285714,15.3,0.154218325,34.54,0.260325595,0.142943211
SYP,0,0,14.04,0.141517992,38.12,0.287307808,0.142941933
ATXN2,0.1,0.142857143,17.03,0.171656083,15.05,0.113430811,0.142648012
TJP1,0,0,4.68,0.047172664,50.49,0.380539644,0.142570769
PKP2,0.01,0.014285714,22.46,0.226388469,24.81,0.186991257,0.142555147
MIR34A,0.03,0.042857143,25.41,0.256123375,17.05,0.128504673,0.142495064
CIITA,0,0,22.5,0.226791654,26.6,0.200482364,0.142424673
FGFR1,0,0,15.4,0.155226288,36.05,0.271706361,0.142310883
CA2,0.04,0.057142857,8.18,0.082451366,38.08,0.287006331,0.142200185
GHR,0.01,0.014285714,23.76,0.239491987,22.88,0.17244498,0.142074227
PSAP,0,0,25.48,0.256828949,22.35,0.168450407,0.141759785
BRCA1,0.02,0.028571429,17.01,0.17145449,29.84,0.22490202,0.141642646
BDKRB2,0,0,12.91,0.130128011,39.11,0.29476937,0.14163246
CNR1,0.03,0.042857143,16.18,0.163088398,29.04,0.218872475,0.141606005
ANKRD1,0,0,17.1,0.172361657,33.38,0.251582756,0.141314804
IGFBP1,0.01,0.014285714,14.82,0.149380103,34.45,0.259647272,0.141104363
MMP7,0.02,0.028571429,13.38,0.134865437,34.46,0.259722641,0.141053169
PROM1,0.02,0.028571429,29.44,0.29674428,12.94,0.097527887,0.140947865
MIR30E,0,0,19.54,0.196955952,29.9,0.225354236,0.140770063
KCNJ2,0,0,20.92,0.21086584,27.96,0.21073259,0.14053281
CEBPB,0,0,2.62,0.026408628,52.3,0.394181489,0.140196706
MIR10A,0,0,15.82,0.159459732,34.63,0.261003919,0.14015455
GAL,0,0,8.59,0.086584014,44.29,0.333810672,0.140131562
CXCL2,0,0,0,0,55.75,0.420183901,0.1400613
CAMK2A,0,0,9.59,0.096663643,42.89,0.323258969,0.139974204
GUCY1A1,0.04,0.057142857,19.65,0.198064711,21.84,0.164606572,0.139938047
MKI67,0,0,5.55,0.055941941,48.25,0.363656919,0.139866287
VCAN,0,0,8.88,0.089507106,43.79,0.330042207,0.139849771
BRAF,0,0,18.64,0.187884286,30.73,0.231609888,0.139831391
PPARD,0.06,0.085714286,9.64,0.097167624,31.3,0.235905939,0.13959595
DHCR7,0.02,0.028571429,7.12,0.071766959,42.22,0.318209225,0.139515871
VASP,0.01,0.014285714,3.97,0.040016127,48.3,0.364033765,0.139445202
AKT3,0.01,0.014285714,9.27,0.093438161,41.15,0.310144709,0.139289528
CHAT,0,0,13.81,0.139199677,36.97,0.278640338,0.139280005
DRD2,0,0,15.13,0.152504788,35.13,0.264772385,0.139092391
NPC1L1,0.09,0.128571429,14.55,0.146658603,18.76,0.141392825,0.138874286
HNRNPA1,0.01,0.014285714,12.91,0.130128011,36.1,0.272083208,0.138832311
MIR423,0.02,0.028571429,14.15,0.142626751,32.54,0.245251733,0.138816638
CXCL5,0.02,0.028571429,5.51,0.055538756,44.03,0.33185107,0.138653752
PDGFRB,0,0,16.42,0.165507509,33.2,0.250226108,0.138577872
PRODH,0,0,34.02,0.342908981,9.59,0.072279168,0.13839605
HSPB8,0,0,15.52,0.156435843,34.31,0.258592101,0.138342648
SOD3,0.01,0.014285714,14.72,0.14837214,33.47,0.252261079,0.138306311
THBS4,0.01,0.014285714,11.28,0.113698216,38.06,0.286855592,0.138279841
ADAMTS13,0.02,0.028571429,34.77,0.350468703,4.71,0.035498945,0.138179692
FXN,0.02,0.028571429,24.79,0.249874005,18.03,0.135890865,0.1381121
ETFDH,0,0,16.34,0.164701139,33.07,0.249246307,0.137982482
ACADVL,0,0,15.89,0.160165306,33.67,0.253768465,0.137977924
LIPG,0.1,0.142857143,11.58,0.116722105,20.37,0.153527284,0.137702177
TCF21,0.19,0.271428571,5.81,0.058562645,10.93,0.082378655,0.137456624
ARNTL,0.01,0.014285714,5.64,0.056849108,45.23,0.340895387,0.137343403
NOX1,0,0,10.92,0.110069549,40.05,0.301854085,0.137307878
ACTC1,0.03,0.042857143,24.89,0.250881968,15.59,0.117500754,0.137079955
IGF2BP2,0.1,0.142857143,6.14,0.061888922,27.37,0.2062858,0.137010622
GC,0.05,0.071428571,8.03,0.080939421,34.27,0.258290624,0.136886205
PRKACA,0,0,14.73,0.148472936,34.71,0.261606874,0.13669327
CHRNA3,0.1,0.142857143,6.87,0.069247052,26.18,0.197316853,0.136473683
GATA3,0,0,15.96,0.16087088,32.96,0.248417244,0.136429375
TPM1,0.01,0.014285714,18.43,0.185767564,27.64,0.208320772,0.136124683
TBX18,0.01,0.014285714,26.32,0.265295837,17.07,0.128655412,0.136078988
MGLL,0,0,2.38,0.023989517,50.98,0.38423274,0.136074086
BMP6,0.01,0.014285714,23.85,0.240399153,20.31,0.153075068,0.135919978
HADHA,0,0,24.75,0.249470819,20.98,0.158124812,0.13586521
ACACB,0.01,0.014285714,0,0,52.16,0.393126319,0.135804011
TRIO,0.1,0.142857143,5.02,0.050599738,28.37,0.213822731,0.135759871
SHBG,0.1,0.142857143,16.28,0.164096361,13.3,0.100241182,0.135731562
CDKN1C,0,0,19.13,0.192823304,28.43,0.214274947,0.135699417
GH1,0.01,0.014285714,11.05,0.111379901,37.34,0.281429002,0.135698206
EZR,0,0,7.5,0.075597218,43.95,0.331248116,0.135615111
LDLRAP1,0,0,28.37,0.285959077,15.97,0.120364787,0.135441288
HBB,0,0,20.33,0.204918859,26.7,0.201236057,0.135384972
DNM1L,0,0,20.51,0.206733192,26.45,0.199351824,0.135361672
MAT2A,0,0,16.07,0.161979639,32.31,0.243518239,0.135165959
TNFSF4,0.04,0.057142857,19.05,0.192016934,20.7,0.156014471,0.135058087
APOC1,0.04,0.057142857,8.75,0.088196754,34.42,0.259421164,0.134920258
