Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
AGBL1,0.1,0.1,0.78,0.005850146,2.63,0.01276761,0.039539252
APOD,0.1,0.1,15.39,0.115427886,26.55,0.128889752,0.114772546
CD14,0.1,0.1,1.86,0.013950349,57.55,0.279382494,0.131110948
ABCB11,0.1,0.1,0.69,0.005175129,39.41,0.191319967,0.098831699
PRKAA1,0.1,0.1,1.48,0.011100278,44.98,0.218360115,0.109820131
COLGALT2,0.1,0.1,0.69,0.005175129,18.78,0.091169474,0.065448201
C9orf72,0.1,0.1,9.92,0.07440186,0,0,0.058133953
TSPO,0.1,0.1,15.5,0.116252906,23.15,0.112384096,0.109545667
IL10,0.1,0.1,17.58,0.131853296,78.55,0.381329191,0.204394162
ACOT7,0.1,0.1,0,0,29.71,0.144230302,0.081410101
PLA2G1B,0.1,0.1,2.45,0.018375459,14.18,0.068838293,0.062404584
SCIMP,0.1,0.1,1.52,0.011400285,2.53,0.01228215,0.041227478
DSCAML1,0.1,0.1,4.93,0.036975924,8.14,0.039516481,0.058830802
HSPA4,0.1,0.1,3.68,0.02760069,21.09,0.102383611,0.076661434
SIMC1,0.1,0.1,0,0,2.54,0.012330696,0.037443565
CHI3L1,0.1,0.1,7.17,0.053776344,15.11,0.073353075,0.075709806
MIR132,0.1,0.1,17.72,0.132903323,26.71,0.129666489,0.120856604
ACTG1,0.1,0.1,3.17,0.023775594,25.01,0.121413661,0.081729752
MEF2C-AS1,0.1,0.1,1.52,0.011400285,0,0,0.037133428
GPC6,0.1,0.1,1.52,0.011400285,4.54,0.022039905,0.044480063
DLG4,0.1,0.1,15.85,0.118877972,27.16,0.131851061,0.116909678
SIRT2,0.1,0.1,2.02,0.015150379,16.13,0.078304772,0.06448505
KAZN,0.1,0.1,0.69,0.005175129,13.72,0.066605175,0.057260101
SGK3,0.1,0.1,1.05,0.007875197,16.28,0.079032963,0.06230272
SIRT1,0.1,0.1,15.36,0.11520288,69.84,0.339045585,0.184749488
EHMT1,0.1,0.1,4.9,0.036750919,4.36,0.021166076,0.052638998
CFH,0.1,0.1,14.54,0.109052726,22.22,0.107869314,0.10564068
LAMC2,0.1,0.1,0,0,18.13,0.088013981,0.062671327
PRKAA2,0.1,0.1,0.83,0.006225156,41.82,0.203019564,0.103081573
FANCD2,0.1,0.1,1.5,0.011250281,20.06,0.097383368,0.06954455
HECW1,0.1,0.1,1.5,0.011250281,2.37,0.011505413,0.040918565
TRIQK,0.1,0.1,0.69,0.005175129,8.15,0.039565027,0.048246719
GABPA,0.1,0.1,0.49,0.003675092,34.46,0.167289674,0.090321589
COMT,0.1,0.1,31.6,0.237005925,18.64,0.09048983,0.142498585
CAT,0.1,0.1,16.97,0.127278182,107.53,0.522015632,0.249764605
SDR42E2,0.1,0.1,0.69,0.005175129,3.37,0.016360017,0.040511715
COX2,0.1,0.1,0,0,35.34,0.171561726,0.090520575
MMP9,0.1,0.1,7.93,0.059476487,85.79,0.416476528,0.191984338
BHMG1,0.1,0.1,0,0,0,0,0.033333333
LINC01184,0.1,0.1,1.5,0.011250281,0,0,0.037083427
MSC,0.1,0.1,0,0,2.64,0.012816156,0.037605385
ARVCF,0.1,0.1,3.43,0.025725643,4.68,0.022719549,0.049481731
SMUG1,0.1,0.1,0,0,8.56,0.041555415,0.047185138
PLD3,0.1,0.1,22.81,0.171079277,13.19,0.064032235,0.111703837
CASP6,0.1,0.1,15.26,0.114452861,37.36,0.181368028,0.131940296
RUNX1T1,0.1,0.1,0.09,0.000675017,22.68,0.110102432,0.07025915
PVR,0.1,0.1,1.75,0.013125328,13.83,0.067139182,0.06008817
CR1L,0.1,0.1,0.97,0.007275182,4.7,0.022816642,0.043363941
FAM181A,0.1,0.1,0.69,0.005175129,0,0,0.035058376
STAG3L5P-PVRIG2P-PILRB,0.1,0.1,0.69,0.005175129,0,0,0.035058376
FHL5,0.1,0.1,0.2,0.001500038,3,0.014563814,0.038687951
LINC02653,0.1,0.1,0.69,0.005175129,0,0,0.035058376
GABRA2,0.1,0.1,3.14,0.023550589,3.73,0.018107675,0.047219421
MIR29A,0.1,0.1,28.14,0.211055276,8.6,0.041749599,0.117601625
PLG,0.1,0.1,1.69,0.012675317,21.09,0.102383611,0.071686309
NDUFA12,0.1,0.1,1.65,0.012375309,10.83,0.052575368,0.054983559
TARDBP,0.1,0.1,19.13,0.143478587,8.38,0.040681586,0.094720058
FBXL7,0.1,0.1,1.05,0.007875197,11.2,0.054371571,0.054082256
SLC6A4,0.1,0.1,17.18,0.128853221,42.84,0.207971261,0.145608161
ACKR2,0.1,0.1,1.93,0.014475362,5.01,0.024321569,0.046265644
VLDLR,0.1,0.1,19.57,0.146778669,22.37,0.108597505,0.118458725
CEACAM22P,0.1,0.1,0.97,0.007275182,0,0,0.035758394
RNR2,0.1,0.1,0,0,2.83,0.013738531,0.037912844
NLRP3,0.1,0.1,1.77,0.013275332,23.62,0.11466576,0.075980364
PIK3CG,0.1,0.1,1.3,0.009750244,14.99,0.072770523,0.060840256
IRF2,0.1,0.1,1.05,0.007875197,4.14,0.020098063,0.042657753
ADGRF2,0.1,0.1,0.69,0.005175129,3.23,0.015680373,0.040285167
PMS2CL,0.1,0.1,0.69,0.005175129,0,0,0.035058376
DDX25,0.1,0.1,0.69,0.005175129,2.04,0.009903393,0.038359507
YWHAZ,0.1,0.1,4.4,0.033000825,22.71,0.11024807,0.081082965
OGG1,0.1,0.1,14.64,0.109802745,26.82,0.130200495,0.113334413
RMDN1,0.1,0.1,0,0,18.53,0.089955823,0.063318608
CSMD1,0.1,0.1,4.26,0.031950799,0,0,0.0439836
TAS2R64P,0.1,0.1,0,0,0,0,0.033333333
CCDC89,0.1,0.1,0.69,0.005175129,0,0,0.035058376
ALPK2,0.1,0.1,0.69,0.005175129,1.94,0.009417933,0.038197687
CYP8B1,0.1,0.1,0.97,0.007275182,17.68,0.085829409,0.064368197
RNF19A,0.1,0.1,1.73,0.012975324,6.9,0.033496772,0.048824032
AIMP2,0.1,0.1,2.09,0.015675392,7.5,0.036409534,0.050694975
CBLC,0.1,0.1,0.69,0.005175129,4.34,0.021068984,0.042081371
AQP4,0.1,0.1,14.32,0.107402685,29.86,0.144958493,0.117453726
PARP1,0.1,0.1,3.79,0.028425711,64.06,0.31098597,0.14647056
ADIPOQ,0.1,0.1,4.46,0.033450836,52.34,0.254090004,0.12918028
PSIP1,0.1,0.1,0.78,0.005850146,11.84,0.057478518,0.054442888
SP6,0.1,0.1,1.5,0.011250281,5.8,0.028156707,0.046468996
IL19,0.1,0.1,0.69,0.005175129,2.49,0.012087965,0.039087698
SLC4A8,0.1,0.1,1.52,0.011400285,2.26,0.010971406,0.040790564
WWC1,0.1,0.1,2.99,0.022425561,13.06,0.063401136,0.061942232
ALDH2,0.1,0.1,2.38,0.017850446,44.35,0.215301714,0.11105072
LARS1,0.1,0.1,0.69,0.005175129,12.86,0.062430215,0.055868448
SERPINA3,0.1,0.1,28.39,0.212930323,39.65,0.192485072,0.168471798
RCAN1,0.1,0.1,17.54,0.131553289,15.46,0.075052187,0.102201825
MCIDAS,0.1,0.1,0,0,0,0,0.033333333
SUCLA2,0.1,0.1,0.16,0.00120003,24.68,0.119811641,0.073670557
APOC4,0.1,0.1,0.69,0.005175129,2.25,0.01092286,0.03869933
AHNAK,0.1,0.1,0.97,0.007275182,15.55,0.075489101,0.060921428
FAM181A-AS1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
ELMO1,0.1,0.1,1.52,0.011400285,2.1,0.01019467,0.040531652
QPCT,0.1,0.1,14.85,0.111377784,18.57,0.090150007,0.100509264
CDC42SE2,0.1,0.1,3.14,0.023550589,4.69,0.022768096,0.048772895
SAP30L,0.1,0.1,1.5,0.011250281,22.4,0.108743143,0.073331141
THSD4,0.1,0.1,0.97,0.007275182,7.51,0.03645808,0.047911087
UCHL1,0.1,0.1,19.35,0.145128628,40.96,0.198844604,0.147991077
ITSN2,0.1,0.1,1.43,0.010725268,4.43,0.021505898,0.044077055
ITM2B,0.1,0.1,17.76,0.13320333,9.97,0.048400408,0.093867913
SIGLEC7,0.1,0.1,0,0,0,0,0.033333333
GEMIN7,0.1,0.1,1.75,0.013125328,13.57,0.065876984,0.059667437
LINC00476,0.1,0.1,0.69,0.005175129,0,0,0.035058376
PGAM5P1,0.1,0.1,1.5,0.011250281,0,0,0.037083427
NRGN,0.1,0.1,17.23,0.129228231,6.58,0.031943298,0.087057176
SNCG,0.1,0.1,15.85,0.118877972,10.32,0.050099519,0.089659164
WAC,0.1,0.1,1.2,0.009000225,1.94,0.009417933,0.039472719
GATA1,0.1,0.1,13.3,0.099752494,4.29,0.020826254,0.073526249
SNX9,0.1,0.1,0.78,0.005850146,7.33,0.035584252,0.047144799
CTSB,0.1,0.1,17.68,0.132603315,47.1,0.228651876,0.15375173
STAG3L5P,0.1,0.1,0.69,0.005175129,0,0,0.035058376
ZNF232,0.1,0.1,0.69,0.005175129,9.82,0.047672217,0.050949115
PINK1,0.1,0.1,15.99,0.119927998,25.59,0.124229332,0.11471911
HDAC6,0.1,0.1,1.28,0.00960024,12.13,0.058886354,0.056162198
CRMP1,0.1,0.1,0.09,0.000675017,7.11,0.034516239,0.045063752
DYRK1A,0.1,0.1,17.84,0.133803345,9.89,0.048012039,0.093938461
RSPO4,0.1,0.1,0.69,0.005175129,2.83,0.013738531,0.039637887
PIK3CB,0.1,0.1,1.29,0.009675242,9.75,0.047332395,0.052335879
HSP90AA1,0.1,0.1,4.5,0.033750844,49.05,0.238118355,0.1239564
TMEM132C,0.1,0.1,0.69,0.005175129,9.22,0.044759454,0.049978194
TGFB1,0.1,0.1,3.6,0.027000675,101.21,0.491334531,0.206111735
CTNNA2,0.1,0.1,1.52,0.011400285,7.77,0.037720278,0.049706854
TYROBP,0.1,0.1,5,0.037500938,24.91,0.1209282,0.086143046
AHCYL1,0.1,0.1,0.69,0.005175129,17.05,0.082771008,0.062648712
SZT2,0.1,0.1,0.69,0.005175129,0,0,0.035058376
VAT1L,0.1,0.1,1.64,0.012300308,0,0,0.037433436
DPP4,0.1,0.1,3.43,0.025725643,23.81,0.115588135,0.080437926
LINC00972,0.1,0.1,0,0,0,0,0.033333333
GFAP,0.1,0.1,18.24,0.13680342,50.45,0.244914802,0.160572741
CP,0.1,0.1,15.85,0.118877972,55.41,0.26899364,0.162623871
SLC8A1-AS1,0.1,0.1,0.85,0.006375159,0,0,0.035458386
ALOX5,0.1,0.1,14.8,0.111002775,45.81,0.222389436,0.14446407
UTRN,0.1,0.1,0,0,12.12,0.058837808,0.052945936
IGSF23,0.1,0.1,0.97,0.007275182,0,0,0.035758394
LDLR,0.1,0.1,16.36,0.122703068,70.1,0.340307782,0.187670283
SETD7,0.1,0.1,0.69,0.005175129,37.33,0.181222389,0.095465839
CRP,0.1,0.1,5.26,0.039450986,47.99,0.232972474,0.124141153
CEACAM20,0.1,0.1,0.69,0.005175129,2.51,0.012185058,0.039120062
POLDIP2,0.1,0.1,0.38,0.002850071,8.38,0.040681586,0.047843886
PON1,0.1,0.1,16.9,0.126753169,41.98,0.203796301,0.14351649
GABRG3,0.1,0.1,1.79,0.013425336,8.44,0.040972863,0.051466066
MED12L,0.1,0.1,0.69,0.005175129,2.87,0.013932715,0.039702615
HTR6,0.1,0.1,16.21,0.121578039,13.6,0.066022622,0.095866887
MAOA,0.1,0.1,15.69,0.117677942,36.1,0.175251226,0.130976389
GSTO1,0.1,0.1,15.02,0.112652816,21.15,0.102674887,0.105109234
PDCD1LG2,0.1,0.1,0.69,0.005175129,12.67,0.06150784,0.05556099
MAPK8,0.1,0.1,16.55,0.124128103,92.83,0.450652944,0.224927016
HYI,0.1,0.1,0.69,0.005175129,10.84,0.052623914,0.052599681
SNAP25,0.1,0.1,15.98,0.119852996,26.55,0.128889752,0.116247583
PMS2P1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
SOAT1,0.1,0.1,16.31,0.122328058,8.83,0.042866159,0.088398072
SNCA,0.1,0.1,51.74,0.388059701,79.45,0.385698335,0.291252679
CD36,0.1,0.1,2.29,0.017175429,76.5,0.371377251,0.162850893
LCN2,0.1,0.1,1.14,0.008550214,33.41,0.162192339,0.090247518
AHSA1,0.1,0.1,0.51,0.003825096,13.64,0.066216807,0.056680634
C10orf71,0.1,0.1,0.69,0.005175129,0,0,0.035058376
HSD17B10,0.1,0.1,23.37,0.175279382,24.28,0.1178698,0.131049727
AFF1,0.1,0.1,1.5,0.011250281,14.31,0.069469392,0.060239891
FYN,0.1,0.1,16.47,0.123528088,14.61,0.070925773,0.098151287
PDE7B,0.1,0.1,1.85,0.013875347,4.48,0.021748629,0.045207992
TP53,0.1,0.1,17.95,0.134628366,103.97,0.504733239,0.246453868
EPDR1,0.1,0.1,0.69,0.005175129,10.04,0.04874023,0.05130512
INSIG1,0.1,0.1,1.43,0.010725268,36.62,0.17777562,0.096166963
RAB3D,0.1,0.1,1.6,0.0120003,9.66,0.04689548,0.05296526
ZNF813,0.1,0.1,0.69,0.005175129,3,0.014563814,0.039912981
VDR,0.1,0.1,2.21,0.016575414,38.07,0.184814797,0.100463404
GCHFR,0.1,0.1,0,0,21.42,0.10398563,0.06799521
RMDN3,0.1,0.1,0.74,0.005550139,2.05,0.009951939,0.038500693
SLC6A3,0.1,0.1,17.09,0.128178204,39.59,0.192193796,0.140124
KNG1,0.1,0.1,2.21,0.016575414,39.81,0.193261809,0.103279074
ACTBL2,0.1,0.1,0.16,0.00120003,5.74,0.02786543,0.04302182
ROS1,0.1,0.1,0,0,7.82,0.037963008,0.045987669
BMPER,0.1,0.1,0.85,0.006375159,12.6,0.061168018,0.055847726
TULP4,0.1,0.1,0.69,0.005175129,7.46,0.03621535,0.04713016
DNM1L,0.1,0.1,18.05,0.135378384,33.79,0.164037089,0.133138491
CDK1,0.1,0.1,16.83,0.126228156,25.37,0.123161319,0.116463158
KCNN2,0.1,0.1,0.78,0.005850146,12.05,0.058497985,0.05478271
POLD1,0.1,0.1,0.29,0.002175054,24.11,0.117044517,0.07307319
AGT,0.1,0.1,1.38,0.010350259,63.31,0.307345017,0.139231759
AGFG2,0.1,0.1,1.05,0.007875197,14.79,0.071799602,0.0598916
ACTB,0.1,0.1,4.3,0.032250806,46.73,0.226855673,0.11970216
ALOX12-AS1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
AZIN1-AS1,0.1,0.1,0,0,0,0,0.033333333
OVCH1-AS1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
CYP19A1,0.1,0.1,2.99,0.022425561,34.04,0.16525074,0.0958921
COX10-AS1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
LINC02268,0.1,0.1,0.69,0.005175129,0,0,0.035058376
MICAL2,0.1,0.1,0.69,0.005175129,12.31,0.059760183,0.054978437
BRCA2,0.1,0.1,0,0,9.43,0.045778921,0.048592974
TRPM1,0.1,0.1,0.97,0.007275182,13,0.06310986,0.056795014
DLX5,0.1,0.1,0.69,0.005175129,6.71,0.032574397,0.045916509
TRIM51CP,0.1,0.1,0.69,0.005175129,0,0,0.035058376
DKK1,0.1,0.1,19.23,0.144228606,30.79,0.149473275,0.13123396
SIGMAR1,0.1,0.1,6.88,0.05160129,21.89,0.106267295,0.085956195
LINC00343,0.1,0.1,0.69,0.005175129,0,0,0.035058376
PRRC2C,0.1,0.1,1.79,0.013425336,12.79,0.062090393,0.058505243
CD68,0.1,0.1,5.27,0.039525988,28.22,0.136996942,0.09217431
MVP,0.1,0.1,0.74,0.005550139,18.97,0.092091849,0.065880663
AGPS,0.1,0.1,0,0,17.74,0.086120685,0.062040228
GGACT,0.1,0.1,2.42,0.018150454,4.99,0.024224477,0.04745831
AP4M1,0.1,0.1,1.43,0.010725268,12.41,0.060245643,0.056990304
MYO16,0.1,0.1,3.95,0.029625741,0,0,0.04320858
PRKCA,0.1,0.1,16.18,0.121353034,58.76,0.285256566,0.168869867
GPR141,0.1,0.1,0.69,0.005175129,10.42,0.05058498,0.051920036
ZNF862,0.1,0.1,0.69,0.005175129,2.62,0.012719064,0.039298064
ARAP2,0.1,0.1,0.69,0.005175129,6.53,0.031700568,0.045625232
LRAT,0.1,0.1,6.49,0.048676217,14.2,0.068935385,0.072537201
KHSRP,0.1,0.1,0.81,0.006075152,10.24,0.049711151,0.051928768
FNIP1,0.1,0.1,0.69,0.005175129,17.34,0.084178844,0.063117991
HDAC9,0.1,0.1,8.39,0.062926573,15.74,0.076411476,0.07977935
FGF10,0.1,0.1,0.69,0.005175129,19.68,0.095538618,0.066904582
LINC01965,0.1,0.1,0.69,0.005175129,0,0,0.035058376
STAG3,0.1,0.1,0.69,0.005175129,2.46,0.011942327,0.039039152
GLP1R,0.1,0.1,14.02,0.105152629,18.67,0.090635468,0.098596032
CALB1,0.1,0.1,14.96,0.112202805,17.43,0.084615758,0.098939521
ALB,0.1,0.1,15.93,0.119477987,98.91,0.48016894,0.233215642
BCAS3,0.1,0.1,1.5,0.011250281,14.23,0.069081023,0.060110435
COL4A4,0.1,0.1,1.47,0.011025276,7.88,0.038254284,0.049759853
LTBP2,0.1,0.1,0.09,0.000675017,9.02,0.043788533,0.048154517
NKPD1,0.1,0.1,0.69,0.005175129,6.32,0.030681101,0.04528541
PTPRA,0.1,0.1,1.28,0.00960024,26.23,0.127336278,0.078978839
STRADA,0.1,0.1,0.69,0.005175129,2,0.009709209,0.038294779
NOS1,0.1,0.1,18.07,0.135528388,76.03,0.369095587,0.201541325
MTCO2P12,0.1,0.1,0,0,0,0,0.033333333
KAT8,0.1,0.1,0.69,0.005175129,20.54,0.099713578,0.068296236
UBXN11,0.1,0.1,0.69,0.005175129,5.26,0.02553522,0.043570116
SH2D4B,0.1,0.1,0.69,0.005175129,6.74,0.032720035,0.045965055
EYA4,0.1,0.1,0.69,0.005175129,5.31,0.02577795,0.043651026
CTSD,0.1,0.1,24.97,0.187279682,42.82,0.207874169,0.165051284
NIT2,0.1,0.1,0.69,0.005175129,4.29,0.020826254,0.042000461
INHCAP,0.1,0.1,0.69,0.005175129,0,0,0.035058376
GOLIM4,0.1,0.1,0.69,0.005175129,20.47,0.099373756,0.068182962
NCS1,0.1,0.1,3.95,0.029625741,2.03,0.009854847,0.046493529
APOA1,0.1,0.1,3.2,0.0240006,51.22,0.248652847,0.124217816
CLPTM1,0.1,0.1,0.69,0.005175129,1.9,0.009223749,0.038132959
CNR2,0.1,0.1,14.25,0.106877672,7.81,0.037914462,0.081597378
WDR41,0.1,0.1,0.78,0.005850146,2.09,0.010146124,0.038665423
TAS2R62P,0.1,0.1,0.69,0.005175129,0,0,0.035058376
TLR4,0.1,0.1,2.82,0.021150529,59.21,0.287441138,0.136197222
AKR1C4,0.1,0.1,0.81,0.006075152,3.88,0.018835866,0.041637006
SLC1A2,0.1,0.1,15.41,0.115577889,28.72,0.139424244,0.118334044
FCN2,0.1,0.1,0,0,3.28,0.015923103,0.038641034
EIF3E,0.1,0.1,0,0,14.8,0.071848148,0.057282716
LINC01508,0.1,0.1,0.69,0.005175129,0,0,0.035058376
NR3C1,0.1,0.1,6.86,0.051451286,65.52,0.318073693,0.156508326
RNF165,0.1,0.1,0.69,0.005175129,4.84,0.023496286,0.042890472
PPP1R37,0.1,0.1,1.5,0.011250281,5.88,0.028545075,0.046598452
IGFALS,0.1,0.1,0,0,17.69,0.085877955,0.061959318
APOC1P1,0.1,0.1,0.69,0.005175129,0,0,0.035058376
CLEC16A,0.1,0.1,0,0,2.43,0.011796689,0.037265563
ZGLP1,0.1,0.1,0,0,0,0,0.033333333
BZW2,0.1,0.1,1.5,0.011250281,7.13,0.034613331,0.048621204
IL4,0.1,0.1,6.72,0.05040126,71.31,0.346181853,0.165527704
CETP,0.1,0.1,15.23,0.114227856,3.66,0.017767853,0.077331903
PRKAB1,0.1,0.1,1.32,0.009900248,19.68,0.095538618,0.068479622
MAPK1,0.1,0.1,19.27,0.144528613,92.05,0.446866353,0.230464989
CALHM1,0.1,0.1,20.68,0.155103878,0,0,0.085034626
TMED9,0.1,0.1,0.69,0.005175129,20.58,0.099907763,0.068360964
AIF1,0.1,0.1,6.96,0.052201305,27.3,0.132530705,0.09491067
CRK,0.1,0.1,0.86,0.006450161,29.71,0.144230302,0.083560154
TSHZ1,0.1,0.1,1.51,0.011325283,23.29,0.113063741,0.074796341
ARHGAP20,0.1,0.1,1.5,0.011250281,7.44,0.036118258,0.049122846
BCKDK,0.1,0.1,1.05,0.007875197,16.43,0.079761153,0.06254545
ST18,0.1,0.1,1.5,0.011250281,5.58,0.027088694,0.046112992
RMDN2,0.1,0.1,0,0,13.26,0.064372057,0.054790686
LINC01725,0.1,0.1,1.47,0.011025276,0,0,0.037008425
GRIN2B,0.1,0.1,18.92,0.141903548,38.52,0.186999369,0.142967639
ANO3,0.1,0.1,0.69,0.005175129,4.7,0.022816642,0.042663924
MSH2,0.1,0.1,0.69,0.005175129,18.62,0.090392738,0.065189289
ANO4,0.1,0.1,1.5,0.011250281,4.97,0.024127385,0.045125889
POTEM,0.1,0.1,0,0,2.8,0.013592893,0.037864298
SH3RF1,0.1,0.1,0.69,0.005175129,7.07,0.034322054,0.046499061
MOBP,0.1,0.1,6.19,0.046426161,0,0,0.04880872
GRM5,0.1,0.1,15.43,0.115727893,22.21,0.107820768,0.107849554
SORT1,0.1,0.1,2.05,0.015375384,19.99,0.097043546,0.07080631
APBB1,0.1,0.1,24.25,0.181879547,4.81,0.023350648,0.101743398
CCL2,0.1,0.1,5.73,0.042976074,79.91,0.387931453,0.176969176
L3MBTL4,0.1,0.1,1.05,0.007875197,2.13,0.010340308,0.039405168
PPARA,0.1,0.1,15.56,0.116702918,72.92,0.353997767,0.190233562
LINC02325,0.1,0.1,0.69,0.005175129,0,0,0.035058376
REN,0.1,0.1,1.05,0.007875197,12.3,0.059711636,0.055862278
ZNF292,0.1,0.1,1.47,0.011025276,14.32,0.069517938,0.060181071
GDNF,0.1,0.1,16.23,0.121728043,14.69,0.071314141,0.097680728
BECN1,0.1,0.1,15.91,0.119327983,61.31,0.297635808,0.172321264
HRES1,0.1,0.1,0,0,0,0,0.033333333
EIF2AK2,0.1,0.1,17.54,0.131553289,23,0.111655906,0.114403065
CHRNA2,0.1,0.1,2.34,0.017550439,12.88,0.062527307,0.060025915
FSIP1,0.1,0.1,0.36,0.002700068,8.9,0.043205981,0.04863535
LINC01185,0.1,0.1,0.69,0.005175129,0,0,0.035058376
CLASRP,0.1,0.1,1.6,0.0120003,9.6,0.046604204,0.052868168
CSF2,0.1,0.1,1.24,0.009300233,54.1,0.262634108,0.123978114
MIR34A,0.1,0.1,25.78,0.193354834,22.78,0.110587893,0.134647576
LINC00271,0.1,0.1,3.14,0.023550589,0,0,0.04118353
DAPK1,0.1,0.1,2.74,0.020550514,17.87,0.086751784,0.069100766
GTF2H1,0.1,0.1,0,0,13.06,0.063401136,0.054467045
STEAP1B,0.1,0.1,0.69,0.005175129,0,0,0.035058376
TFF1,0.1,0.1,0,0,37.07,0.179960192,0.093320064
IL18,0.1,0.1,2.65,0.019875497,46.76,0.227001311,0.115625603
TLR2,0.1,0.1,14.82,0.111152779,41.12,0.199621341,0.136924707
TSPAN16,0.1,0.1,0.69,0.005175129,3.64,0.017670761,0.04094863
ATXN7L1,0.1,0.1,1.43,0.010725268,7.84,0.0380601,0.049595123
MT3,0.1,0.1,18.06,0.135453386,39.87,0.193553085,0.143002157
REST,0.1,0.1,18.6,0.139503488,12.49,0.060634011,0.100045833
GRAP2,0.1,0.1,1.73,0.012975324,0,0,0.037658441
ABCB1,0.1,0.1,5.53,0.041476037,56.93,0.276372639,0.139282892
CLMN,0.1,0.1,1.5,0.011250281,17.9,0.086897422,0.066049234
CAPN1,0.1,0.1,18.77,0.140778519,24.39,0.118403806,0.119727442
KRBOX1,0.1,0.1,0.97,0.007275182,0,0,0.035758394
GULOP,0.1,0.1,0.69,0.005175129,0,0,0.035058376
CCRL2,0.1,0.1,1.78,0.013350334,7.28,0.035341521,0.049563952
ANXA1,0.1,0.1,1.14,0.008550214,38.81,0.188407204,0.098985806
TCF3,0.1,0.1,0.69,0.005175129,15.66,0.076023108,0.060399412
ITGAM,0.09,0.09,1.38,0.010350259,53.26,0.258556241,0.1196355
COX8A,0.09,0.09,0.96,0.00720018,13.42,0.065148794,0.054116325
COL25A1,0.09,0.09,23.05,0.172879322,2.37,0.011505413,0.091461578
CASR,0.09,0.09,1.43,0.010725268,15.4,0.074760911,0.058495393
MAPK3,0.09,0.09,17.4,0.130503263,97.92,0.475362882,0.231955382
HDAC2,0.09,0.09,1.24,0.009300233,23.7,0.115054129,0.071451454
EGR1,0.09,0.09,14.95,0.112127803,59.58,0.289237342,0.163788382
KLK6,0.09,0.09,16.47,0.123528088,4.34,0.021068984,0.078199024
HSD17B7,0.09,0.09,0,0,24.46,0.118743628,0.069581209
LRP8,0.09,0.09,15,0.112502813,18.34,0.089033448,0.097178754
OLR1,0.09,0.09,18.16,0.136203405,36.22,0.175833778,0.134012394
BLMH,0.09,0.09,15.5,0.116252906,7.74,0.03757464,0.081275849
PRRT2,0.09,0.09,0.09,0.000675017,2.4,0.011651051,0.034108689
CCL11,0.09,0.09,1.44,0.01080027,17.05,0.082771008,0.061190426
RAB5A,0.09,0.09,14.86,0.111452786,4.15,0.020146609,0.073866465
NR1I2,0.09,0.09,0.85,0.006375159,38.72,0.18797029,0.094781816
IL2,0.09,0.09,4.38,0.032850821,83.09,0.403369096,0.175406639
S100A9,0.09,0.09,5.52,0.041401035,39.52,0.191853973,0.107751669
PDE4A,0.09,0.09,1.01,0.007575189,18.34,0.089033448,0.062202879
P2RX7,0.09,0.09,1.6,0.0120003,22.03,0.106946939,0.06964908
GSN,0.09,0.09,14.19,0.106427661,46.59,0.226176028,0.140867896
VDAC1,0.09,0.09,17.04,0.127803195,32.4,0.157289189,0.125030795
ABCB6,0.09,0.09,0,0,17.36,0.084275936,0.058091979
POTEF,0.09,0.09,1.73,0.012975324,6.17,0.02995291,0.044309411
SUMO1,0.09,0.09,2.77,0.020775519,9.19,0.044613816,0.051796445
ATP7B,0.09,0.09,2.04,0.015300383,24.94,0.121073839,0.075458074
SORCS1,0.09,0.09,4.16,0.03120078,2.04,0.009903393,0.043701391
REG1A,0.08,0.08,15.3,0.114752869,3.99,0.019369872,0.071374247
LGR6,0.08,0.08,0,0,2.36,0.011456867,0.030485622
NLRP1,0.08,0.08,1.83,0.013725343,12.33,0.059857275,0.051194206
DBH,0.08,0.08,14.67,0.110027751,28.4,0.13787077,0.109299507
IL13,0.08,0.08,0.29,0.002175054,26.85,0.130346133,0.070840396
NFIX,0.08,0.08,0,0,16.5,0.080100976,0.053366992
ANK1,0.08,0.08,1.56,0.011700293,0,0,0.030566764
PPID,0.08,0.08,15.11,0.113327833,16.52,0.080198068,0.0911753
MRGPRX3,0.08,0.08,0.81,0.006075152,0,0,0.028691717
PLA2G4A,0.08,0.08,14.53,0.108977724,40.81,0.198116413,0.129031379
APLP1,0.08,0.08,16.06,0.120453011,10.65,0.051701539,0.084051517
NFIB,0.08,0.08,1.02,0.007650191,10.23,0.049662605,0.045770932
BLVRA,0.08,0.08,1.67,0.012525313,16.87,0.081897179,0.058140831
SET,0.08,0.08,1.82,0.013650341,12.06,0.058546531,0.050732291
GPR166P,0.08,0.08,0,0,0,0,0.026666667
AR,0.08,0.08,1.62,0.012150304,41.02,0.19913588,0.097095395
GPR151,0.08,0.08,0,0,0,0,0.026666667
OXER1,0.08,0.08,0,0,0,0,0.026666667
AGTR1,0.08,0.08,1.22,0.009150229,19.28,0.093596777,0.060915669
MRGPRX1,0.08,0.08,0,0,3,0.014563814,0.031521271
