Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0051249,regulation of lymphocyte activation,472/18493,3.49E-08,9.08E-07,3.16E-07,3569/207/6347/3553/3586/7412/836/3458/959/596,"IL6,AKT1,CCL2,IL1B,IL10,VCAM1,CASP3,IFNG,CD40LG,BCL2",0.518847443,10
BP,GO:0010883,regulation of lipid storage,45/18493,3.67E-08,9.46E-07,3.29E-07,3569/1401/5468/4023/948,"IL6,CRP,PPARG,LPL,CD36",0.233937101,5
BP,GO:0071456,cellular response to hypoxia,160/18493,3.88E-08,9.90E-07,3.44E-07,207/7422/7157/5743/3383/3162/596,"AKT1,VEGFA,TP53,PTGS2,ICAM1,HMOX1,BCL2",0.359007813,7
BP,GO:0048872,homeostasis of number of cells,248/18493,4.01E-08,1.01E-06,3.53E-07,3569/207/6774/7422/836/4846/3162/596,"IL6,AKT1,STAT3,VEGFA,CASP3,NOS3,HMOX1,BCL2",0.427697103,8
BP,GO:0006869,lipid transport,359/18493,4.49E-08,1.12E-06,3.91E-07,207/3553/5468/4843/5444/5243/1071/1080/948,"AKT1,IL1B,PPARG,NOS2,PON1,ABCB1,CETP,CFTR,CD36",0.320500617,9
BP,GO:0035094,response to nicotine,47/18493,4.60E-08,1.14E-06,3.97E-07,5594/7412/836/3162/596,"MAPK1,VCAM1,CASP3,HMOX1,BCL2",0.223814919,5
BP,GO:0010634,positive regulation of epithelial cell migration,165/18493,4.79E-08,1.18E-06,4.10E-07,207/7422/4318/5743/4846/3458/3162,"AKT1,VEGFA,MMP9,PTGS2,NOS3,IFNG,HMOX1",0.381555256,7
BP,GO:0008015,blood circulation,492/18493,5.16E-08,1.26E-06,4.37E-07,3630/207/1401/5743/5468/3383/4846/3162/4843/3156,"INS,AKT1,CRP,PTGS2,PPARG,ICAM1,NOS3,HMOX1,NOS2,HMGCR",0.514407545,10
BP,GO:0051098,regulation of binding,369/18493,5.68E-08,1.37E-06,4.77E-07,207/4318/5468/3586/3458/3162/5444/596/948,"AKT1,MMP9,PPARG,IL10,IFNG,HMOX1,PON1,BCL2,CD36",0.382311956,9
BP,GO:0060627,regulation of vesicle-mediated transport,498/18493,5.78E-08,1.38E-06,4.81E-07,6347/7422/3553/5468/5594/5054/3458/3162/1080/948,"CCL2,VEGFA,IL1B,PPARG,MAPK1,SERPINE1,IFNG,HMOX1,CFTR,CD36",0.453911834,10
BP,GO:0036294,cellular response to decreased oxygen levels,170/18493,5.88E-08,1.40E-06,4.86E-07,207/7422/7157/5743/3383/3162/596,"AKT1,VEGFA,TP53,PTGS2,ICAM1,HMOX1,BCL2",0.350066938,7
BP,GO:0003013,circulatory system process,500/18493,6.00E-08,1.41E-06,4.91E-07,3630/207/1401/5743/5468/3383/4846/3162/4843/3156,"INS,AKT1,CRP,PTGS2,PPARG,ICAM1,NOS3,HMOX1,NOS2,HMGCR",0.510025282,10
BP,GO:0002696,positive regulation of leukocyte activation,372/18493,6.09E-08,1.42E-06,4.94E-07,3569/207/6347/3553/3586/7412/3458/959/596,"IL6,AKT1,CCL2,IL1B,IL10,VCAM1,IFNG,CD40LG,BCL2",0.451061351,9
BP,GO:0042063,gliogenesis,266/18493,6.90E-08,1.59E-06,5.55E-07,3569/207/6774/6347/3553/5468/5594/2147,"IL6,AKT1,STAT3,CCL2,IL1B,PPARG,MAPK1,F2",0.44421222,8
BP,GO:0001936,regulation of endothelial cell proliferation,175/18493,7.18E-08,1.65E-06,5.73E-07,207/6774/6347/7422/5468/3586/3162,"AKT1,STAT3,CCL2,VEGFA,PPARG,IL10,HMOX1",0.389819812,7
BP,GO:0033138,positive regulation of peptidyl-serine phosphorylation,103/18493,7.24E-08,1.65E-06,5.73E-07,3569/207/7422/5743/3458/596,"IL6,AKT1,VEGFA,PTGS2,IFNG,BCL2",0.306344237,6
BP,GO:0034504,protein localization to nucleus,269/18493,7.52E-08,1.70E-06,5.90E-07,3630/207/6774/5743/5594/3458/2147/948,"INS,AKT1,STAT3,PTGS2,MAPK1,IFNG,F2,CD36",0.390571837,8
BP,GO:0050867,positive regulation of cell activation,384/18493,7.99E-08,1.79E-06,6.21E-07,3569/207/6347/3553/3586/7412/3458/959/596,"IL6,AKT1,CCL2,IL1B,IL10,VCAM1,IFNG,CD40LG,BCL2",0.443395122,9
BP,GO:0097006,regulation of plasma lipoprotein particle levels,105/18493,8.13E-08,1.80E-06,6.27E-07,4353/3162/4023/7941/1071/948,"MPO,HMOX1,LPL,PLA2G7,CETP,CD36",0.183729067,6
BP,GO:0019216,regulation of lipid metabolic process,388/18493,8.72E-08,1.92E-06,6.67E-07,3630/207/3553/5743/5468/3458/2147/3156/948,"INS,AKT1,IL1B,PTGS2,PPARG,IFNG,F2,HMGCR,CD36",0.406132715,9
BP,GO:0002688,regulation of leukocyte chemotaxis,109/18493,1.02E-07,2.22E-06,7.71E-07,3569/6347/7422/3576/5054/7941,"IL6,CCL2,VEGFA,CXCL8,SERPINE1,PLA2G7",0.301127846,6
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,186/18493,1.09E-07,2.36E-06,8.20E-07,3569/6774/7422/7157/3383/3458/948,"IL6,STAT3,VEGFA,TP53,ICAM1,IFNG,CD36",0.345266039,7
BP,GO:0031663,lipopolysaccharide-mediated signaling pathway,56/18493,1.13E-07,2.42E-06,8.43E-07,207/6347/3553/5594/4846,"AKT1,CCL2,IL1B,MAPK1,NOS3",0.269484775,5
BP,GO:0010632,regulation of epithelial cell migration,284/18493,1.14E-07,2.43E-06,8.46E-07,207/7422/4318/5743/5468/4846/3458/3162,"AKT1,VEGFA,MMP9,PTGS2,PPARG,NOS3,IFNG,HMOX1",0.412685553,8
BP,GO:0046822,regulation of nucleocytoplasmic transport,112/18493,1.20E-07,2.53E-06,8.79E-07,7157/3553/5743/5594/3458/948,"TP53,IL1B,PTGS2,MAPK1,IFNG,CD36",0.270353697,6
BP,GO:0009895,negative regulation of catabolic process,287/18493,1.24E-07,2.57E-06,8.96E-07,3630/207/6774/3553/3586/3162/4843/596,"INS,AKT1,STAT3,IL1B,IL10,HMOX1,NOS2,BCL2",0.389282336,8
BP,GO:0097193,intrinsic apoptotic signaling pathway,287/18493,1.24E-07,2.57E-06,8.96E-07,3630/207/7157/4318/5743/836/3162/596,"INS,AKT1,TP53,MMP9,PTGS2,CASP3,HMOX1,BCL2",0.396548972,8
BP,GO:0001935,endothelial cell proliferation,190/18493,1.26E-07,2.60E-06,9.05E-07,207/6774/6347/7422/5468/3586/3162,"AKT1,STAT3,CCL2,VEGFA,PPARG,IL10,HMOX1",0.376412475,7
BP,GO:2000378,negative regulation of reactive oxygen species metabolic process,58/18493,1.35E-07,2.77E-06,9.63E-07,3630/6774/3586/4314/596,"INS,STAT3,IL10,MMP3,BCL2",0.227204565,5
BP,GO:0043434,response to peptide hormone,417/18493,1.61E-07,3.27E-06,1.14E-06,3630/207/6774/3553/5743/5468/3586/3383/847,"INS,AKT1,STAT3,IL1B,PTGS2,PPARG,IL10,ICAM1,CAT",0.477552588,9
BP,GO:0097529,myeloid leukocyte migration,199/18493,1.73E-07,3.49E-06,1.21E-06,3569/6347/7422/3576/3553/5054/7941,"IL6,CCL2,VEGFA,CXCL8,IL1B,SERPINE1,PLA2G7",0.343374239,7
BP,GO:0034284,response to monosaccharide,201/18493,1.85E-07,3.70E-06,1.29E-06,5743/3383/836/847/4023/3156/1080,"PTGS2,ICAM1,CASP3,CAT,LPL,HMGCR,CFTR",0.258586969,7
BP,GO:0002687,positive regulation of leukocyte migration,121/18493,1.89E-07,3.74E-06,1.30E-06,3569/7422/3576/3383/5054/7941,"IL6,VEGFA,CXCL8,ICAM1,SERPINE1,PLA2G7",0.283501433,6
BP,GO:0032768,regulation of monooxygenase activity,62/18493,1.90E-07,3.74E-06,1.30E-06,3630/207/3553/4846/3458,"INS,AKT1,IL1B,NOS3,IFNG",0.266154652,5
BP,GO:0050870,positive regulation of T cell activation,202/18493,1.91E-07,3.75E-06,1.30E-06,3569/207/6347/3553/7412/3458/959,"IL6,AKT1,CCL2,IL1B,VCAM1,IFNG,CD40LG",0.353122085,7
BP,GO:0046686,response to cadmium ion,63/18493,2.06E-07,4.00E-06,1.39E-06,207/4318/5594/3162/847,"AKT1,MMP9,MAPK1,HMOX1,CAT",0.24501349,5
BP,GO:0150077,regulation of neuroinflammatory response,25/18493,2.07E-07,4.00E-06,1.39E-06,3569/3553/4318/4314,"IL6,IL1B,MMP9,MMP3",0.202634011,4
BP,GO:0050670,regulation of lymphocyte proliferation,205/18493,2.11E-07,4.06E-06,1.41E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.306950338,7
BP,GO:0032944,regulation of mononuclear cell proliferation,206/18493,2.18E-07,4.16E-06,1.45E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.306307993,7
BP,GO:0072577,endothelial cell apoptotic process,64/18493,2.23E-07,4.21E-06,1.46E-06,6347/3586/3383/5054/959,"CCL2,IL10,ICAM1,SERPINE1,CD40LG",0.226065598,5
BP,GO:0009266,response to temperature stimulus,208/18493,2.33E-07,4.38E-06,1.52E-06,207/5743/5468/5594/4846/3162/4023,"AKT1,PTGS2,PPARG,MAPK1,NOS3,HMOX1,LPL",0.32578682,7
BP,GO:0002697,regulation of immune effector process,439/18493,2.48E-07,4.64E-06,1.61E-06,3569/3630/3553/3586/3458/3162/959/2147/948,"IL6,INS,IL1B,IL10,IFNG,HMOX1,CD40LG,F2,CD36",0.388245987,9
BP,GO:0009314,response to radiation,443/18493,2.68E-07,4.97E-06,1.73E-06,207/7157/5743/3383/7412/836/847/3156/596,"AKT1,TP53,PTGS2,ICAM1,VCAM1,CASP3,CAT,HMGCR,BCL2",0.377751797,9
BP,GO:0042742,defense response to bacterium,319/18493,2.77E-07,5.10E-06,1.78E-06,3569/1401/3586/4353/5054/4843/2147/948,"IL6,CRP,IL10,MPO,SERPINE1,NOS2,F2,CD36",0.329429025,8
BP,GO:0046824,positive regulation of nucleocytoplasmic transport,67/18493,2.81E-07,5.13E-06,1.78E-06,7157/3553/5743/5594/3458,"TP53,IL1B,PTGS2,MAPK1,IFNG",0.243199598,5
BP,GO:0007584,response to nutrient,216/18493,3.01E-07,5.43E-06,1.89E-06,3553/5743/5468/7412/3162/847/3156,"IL1B,PTGS2,PPARG,VCAM1,HMOX1,CAT,HMGCR",0.300045971,7
BP,GO:0070663,regulation of leukocyte proliferation,216/18493,3.01E-07,5.43E-06,1.89E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.299716859,7
BP,GO:0006801,superoxide metabolic process,69/18493,3.26E-07,5.82E-06,2.02E-06,1401/4846/4353/4843/948,"CRP,NOS3,MPO,NOS2,CD36",0.187752735,5
BP,GO:0002700,regulation of production of molecular mediator of immune response,133/18493,3.32E-07,5.82E-06,2.02E-06,3569/3553/3586/3162/959/948,"IL6,IL1B,IL10,HMOX1,CD40LG,CD36",0.245705912,6
BP,GO:0050729,positive regulation of inflammatory response,133/18493,3.32E-07,5.82E-06,2.02E-06,3569/3553/5743/5054/4023/7941,"IL6,IL1B,PTGS2,SERPINE1,LPL,PLA2G7",0.253895223,6
BP,GO:0034368,protein-lipid complex remodeling,28/18493,3.33E-07,5.82E-06,2.02E-06,4353/4023/7941/1071,"MPO,LPL,PLA2G7,CETP",0.112547831,4
BP,GO:0034369,plasma lipoprotein particle remodeling,28/18493,3.33E-07,5.82E-06,2.02E-06,4353/4023/7941/1071,"MPO,LPL,PLA2G7,CETP",0.112547831,4
BP,GO:0032102,negative regulation of response to external stimulus,329/18493,3.51E-07,6.08E-06,2.12E-06,3630/6347/5468/3586/4846/5054/2147/3156,"INS,CCL2,PPARG,IL10,NOS3,SERPINE1,F2,HMGCR",0.347334207,8
BP,GO:0033135,regulation of peptidyl-serine phosphorylation,135/18493,3.62E-07,6.24E-06,2.17E-06,3569/207/7422/5743/3458/596,"IL6,AKT1,VEGFA,PTGS2,IFNG,BCL2",0.275686107,6
BP,GO:0009743,response to carbohydrate,223/18493,3.74E-07,6.40E-06,2.23E-06,5743/3383/836/847/4023/3156/1080,"PTGS2,ICAM1,CASP3,CAT,LPL,HMGCR,CFTR",0.24728139,7
BP,GO:0009411,response to UV,136/18493,3.78E-07,6.44E-06,2.24E-06,207/7157/5743/836/847/596,"AKT1,TP53,PTGS2,CASP3,CAT,BCL2",0.257316732,6
BP,GO:0051251,positive regulation of lymphocyte activation,333/18493,3.84E-07,6.49E-06,2.26E-06,3569/207/6347/3553/7412/3458/959/596,"IL6,AKT1,CCL2,IL1B,VCAM1,IFNG,CD40LG,BCL2",0.353062465,8
BP,GO:0032770,positive regulation of monooxygenase activity,29/18493,3.86E-07,6.49E-06,2.26E-06,3630/207/3553/3458,"INS,AKT1,IL1B,IFNG",0.209870439,4
BP,GO:0032637,interleukin-8 production,73/18493,4.33E-07,7.21E-06,2.51E-06,1401/3553/3586/5054/4843,"CRP,IL1B,IL10,SERPINE1,NOS2",0.223682294,5
BP,GO:0031669,cellular response to nutrient levels,228/18493,4.34E-07,7.21E-06,2.51E-06,7157/5743/5468/5594/3383/3162/596,"TP53,PTGS2,PPARG,MAPK1,ICAM1,HMOX1,BCL2",0.294622471,7
BP,GO:0034367,protein-containing complex remodeling,30/18493,4.45E-07,7.34E-06,2.55E-06,4353/4023/7941/1071,"MPO,LPL,PLA2G7,CETP",0.110381307,4
BP,GO:0048871,multicellular organismal homeostasis,471/18493,4.49E-07,7.36E-06,2.56E-06,3569/6774/7422/3553/5743/4846/596/1080/948,"IL6,STAT3,VEGFA,IL1B,PTGS2,NOS3,BCL2,CFTR,CD36",0.348175779,9
BP,GO:0042542,response to hydrogen peroxide,141/18493,4.68E-07,7.59E-06,2.64E-06,3569/3586/836/3162/847/596,"IL6,IL10,CASP3,HMOX1,CAT,BCL2",0.249706842,6
BP,GO:0045807,positive regulation of endocytosis,141/18493,4.68E-07,7.59E-06,2.64E-06,6347/7422/3553/5468/5054/948,"CCL2,VEGFA,IL1B,PPARG,SERPINE1,CD36",0.251776457,6
BP,GO:0032642,regulation of chemokine production,75/18493,4.95E-07,7.98E-06,2.78E-06,3569/3553/3586/3162/4023,"IL6,IL1B,IL10,HMOX1,LPL",0.227003872,5
BP,GO:0042593,glucose homeostasis,233/18493,5.03E-07,8.04E-06,2.80E-06,3630/207/6774/5468/3383/3156/1080,"INS,AKT1,STAT3,PPARG,ICAM1,HMGCR,CFTR",0.295016323,7
BP,GO:0055094,response to lipoprotein particle,31/18493,5.10E-07,8.11E-06,2.82E-06,207/5468/4023/948,"AKT1,PPARG,LPL,CD36",0.142886502,4
BP,GO:0010631,epithelial cell migration,346/18493,5.14E-07,8.13E-06,2.83E-06,207/7422/4318/5743/5468/4846/3458/3162,"AKT1,VEGFA,MMP9,PTGS2,PPARG,NOS3,IFNG,HMOX1",0.374157433,8
BP,GO:0033500,carbohydrate homeostasis,234/18493,5.17E-07,8.14E-06,2.83E-06,3630/207/6774/5468/3383/3156/1080,"INS,AKT1,STAT3,PPARG,ICAM1,HMGCR,CFTR",0.29473335,7
BP,GO:0071356,cellular response to tumor necrosis factor,235/18493,5.32E-07,8.32E-06,2.90E-06,207/6347/3576/5594/3383/7412/959,"AKT1,CCL2,CXCL8,MAPK1,ICAM1,VCAM1,CD40LG",0.320086521,7
BP,GO:0090132,epithelium migration,349/18493,5.48E-07,8.53E-06,2.97E-06,207/7422/4318/5743/5468/4846/3458/3162,"AKT1,VEGFA,MMP9,PTGS2,PPARG,NOS3,IFNG,HMOX1",0.372629568,8
BP,GO:0002718,regulation of cytokine production involved in immune response,77/18493,5.65E-07,8.74E-06,3.04E-06,3569/3553/3586/3162/948,"IL6,IL1B,IL10,HMOX1,CD36",0.207621133,5
BP,GO:0051092,positive regulation of NF-kappaB transcription factor activity,146/18493,5.75E-07,8.84E-06,3.07E-06,3630/3553/3383/847/959/948,"INS,IL1B,ICAM1,CAT,CD40LG,CD36",0.235312058,6
BP,GO:0046889,positive regulation of lipid biosynthetic process,78/18493,6.03E-07,9.22E-06,3.21E-06,3630/207/3553/5743/3458,"INS,AKT1,IL1B,PTGS2,IFNG",0.250459919,5
BP,GO:0090130,tissue migration,355/18493,6.24E-07,9.48E-06,3.30E-06,207/7422/4318/5743/5468/4846/3458/3162,"AKT1,VEGFA,MMP9,PTGS2,PPARG,NOS3,IFNG,HMOX1",0.369246472,8
BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,79/18493,6.43E-07,9.67E-06,3.36E-06,207/7422/5743/4846/3162,"AKT1,VEGFA,PTGS2,NOS3,HMOX1",0.234186763,5
BP,GO:0002673,regulation of acute inflammatory response,149/18493,6.48E-07,9.67E-06,3.36E-06,3569/3630/3553/5743/5468/2147,"IL6,INS,IL1B,PTGS2,PPARG,F2",0.288543042,6
BP,GO:0051384,response to glucocorticoid,149/18493,6.48E-07,9.67E-06,3.36E-06,3569/5743/3586/3383/836/596,"IL6,PTGS2,IL10,ICAM1,CASP3,BCL2",0.254842148,6
BP,GO:0006913,nucleocytoplasmic transport,357/18493,6.51E-07,9.67E-06,3.36E-06,207/6774/7157/3553/5743/5594/3458/948,"AKT1,STAT3,TP53,IL1B,PTGS2,MAPK1,IFNG,CD36",0.348485326,8
BP,GO:0050878,regulation of body fluid levels,493/18493,6.57E-07,9.72E-06,3.38E-06,3569/7422/5594/4846/5054/959/2147/1080/948,"IL6,VEGFA,MAPK1,NOS3,SERPINE1,CD40LG,F2,CFTR,CD36",0.323202285,9
BP,GO:0071402,cellular response to lipoprotein particle stimulus,33/18493,6.61E-07,9.72E-06,3.38E-06,207/5468/4023/948,"AKT1,PPARG,LPL,CD36",0.140685331,4
BP,GO:0045861,negative regulation of proteolysis,359/18493,6.79E-07,9.92E-06,3.45E-06,3630/207/7422/4318/5743/3586/5054/2147,"INS,AKT1,VEGFA,MMP9,PTGS2,IL10,SERPINE1,F2",0.371837654,8
BP,GO:0030072,peptide hormone secretion,244/18493,6.85E-07,9.97E-06,3.47E-06,3569/3630/3553/3458/4843/3156/1080,"IL6,INS,IL1B,IFNG,NOS2,HMGCR,CFTR",0.275771569,7
BP,GO:0051169,nuclear transport,360/18493,6.93E-07,1.00E-05,3.49E-06,207/6774/7157/3553/5743/5594/3458/948,"AKT1,STAT3,TP53,IL1B,PTGS2,MAPK1,IFNG,CD36",0.347399218,8
BP,GO:0090066,regulation of anatomical structure size,497/18493,7.03E-07,1.01E-05,3.51E-06,3630/207/7422/1401/5743/3383/4846/3162/3156,"INS,AKT1,VEGFA,CRP,PTGS2,ICAM1,NOS3,HMOX1,HMGCR",0.405262117,9
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,245/18493,7.05E-07,1.01E-05,3.51E-06,3569/6774/7422/7157/3383/3458/948,"IL6,STAT3,VEGFA,TP53,ICAM1,IFNG,CD36",0.306548572,7
BP,GO:0042129,regulation of T cell proliferation,153/18493,7.57E-07,1.08E-05,3.75E-06,3569/3553/3586/7412/836/959,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG",0.268004084,6
BP,GO:0032602,chemokine production,82/18493,7.75E-07,1.10E-05,3.82E-06,3569/3553/3586/3162/4023,"IL6,IL1B,IL10,HMOX1,LPL",0.220836154,5
BP,GO:0043271,negative regulation of ion transport,154/18493,7.86E-07,1.11E-05,3.85E-06,207/4318/5743/3383/4846/596,"AKT1,MMP9,PTGS2,ICAM1,NOS3,BCL2",0.247710892,6
BP,GO:0002690,positive regulation of leukocyte chemotaxis,84/18493,8.74E-07,1.22E-05,4.24E-06,3569/7422/3576/5054/7941,"IL6,VEGFA,CXCL8,SERPINE1,PLA2G7",0.212887271,5
BP,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,84/18493,8.74E-07,1.22E-05,4.24E-06,3383/4846/5054/3162/596,"ICAM1,NOS3,SERPINE1,HMOX1,BCL2",0.181217716,5
BP,GO:0006606,protein import into nucleus,157/18493,8.81E-07,1.22E-05,4.25E-06,207/6774/5743/5594/3458/948,"AKT1,STAT3,PTGS2,MAPK1,IFNG,CD36",0.245915312,6
BP,GO:0043535,regulation of blood vessel endothelial cell migration,158/18493,9.14E-07,1.26E-05,4.39E-06,207/7422/5743/5468/4846/3162,"AKT1,VEGFA,PTGS2,PPARG,NOS3,HMOX1",0.273626593,6
BP,GO:1903034,regulation of response to wounding,160/18493,9.84E-07,1.35E-05,4.70E-06,3586/4846/5054/2147/3156/948,"IL10,NOS3,SERPINE1,F2,HMGCR,CD36",0.185281196,6
BP,GO:0031668,cellular response to extracellular stimulus,258/18493,9.96E-07,1.36E-05,4.74E-06,7157/5743/5468/5594/3383/3162/596,"TP53,PTGS2,PPARG,MAPK1,ICAM1,HMOX1,BCL2",0.278798103,7
BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,161/18493,1.02E-06,1.37E-05,4.78E-06,3630/207/7157/4318/5743/596,"INS,AKT1,TP53,MMP9,PTGS2,BCL2",0.262754445,6
BP,GO:0031334,positive regulation of protein complex assembly,259/18493,1.02E-06,1.37E-05,4.78E-06,7422/7157/3383/3458/4312/4314/948,"VEGFA,TP53,ICAM1,IFNG,MMP1,MMP3,CD36",0.256902571,7
BP,GO:0032868,response to insulin,259/18493,1.02E-06,1.37E-05,4.78E-06,3630/207/3553/5468/3586/3383/847,"INS,AKT1,IL1B,PPARG,IL10,ICAM1,CAT",0.327533851,7
BP,GO:0001503,ossification,380/18493,1.04E-06,1.37E-05,4.78E-06,3569/207/4318/5743/5594/847/4313/596,"IL6,AKT1,MMP9,PTGS2,MAPK1,CAT,MMP2,BCL2",0.336444009,8
BP,GO:1900407,regulation of cellular response to oxidative stress,87/18493,1.04E-06,1.37E-05,4.78E-06,3630/207/3586/4314/948,"INS,AKT1,IL10,MMP3,CD36",0.197414695,5
BP,GO:1904705,regulation of vascular smooth muscle cell proliferation,87/18493,1.04E-06,1.37E-05,4.78E-06,4318/5468/3586/3162/4313,"MMP9,PPARG,IL10,HMOX1,MMP2",0.212544662,5
BP,GO:1990874,vascular smooth muscle cell proliferation,87/18493,1.04E-06,1.37E-05,4.78E-06,4318/5468/3586/3162/4313,"MMP9,PPARG,IL10,HMOX1,MMP2",0.212544662,5
BP,GO:0032409,regulation of transporter activity,260/18493,1.05E-06,1.38E-05,4.79E-06,3630/4318/5468/5444/5243/596/1080,"INS,MMP9,PPARG,PON1,ABCB1,BCL2,CFTR",0.21837257,7
BP,GO:0071276,cellular response to cadmium ion,37/18493,1.06E-06,1.38E-05,4.80E-06,207/4318/5594/3162,"AKT1,MMP9,MAPK1,HMOX1",0.181755456,4
BP,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,37/18493,1.06E-06,1.38E-05,4.80E-06,3383/4846/5054/3162,"ICAM1,NOS3,SERPINE1,HMOX1",0.164770146,4
BP,GO:0046651,lymphocyte proliferation,264/18493,1.16E-06,1.50E-05,5.23E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.274552226,7
BP,GO:0031960,response to corticosteroid,166/18493,1.22E-06,1.57E-05,5.45E-06,3569/5743/3586/3383/836/596,"IL6,PTGS2,IL10,ICAM1,CASP3,BCL2",0.244200769,6
BP,GO:0032943,mononuclear cell proliferation,266/18493,1.22E-06,1.57E-05,5.45E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.273541909,7
BP,GO:0015908,fatty acid transport,93/18493,1.45E-06,1.84E-05,6.40E-06,207/3553/5468/4843/948,"AKT1,IL1B,PPARG,NOS2,CD36",0.183322855,5
BP,GO:0036473,cell death in response to oxidative stress,93/18493,1.45E-06,1.84E-05,6.40E-06,3630/207/3586/4314/596,"INS,AKT1,IL10,MMP3,BCL2",0.1953696,5
BP,GO:0030810,positive regulation of nucleotide biosynthetic process,40/18493,1.46E-06,1.84E-05,6.40E-06,3630/6774/4846/4843,"INS,STAT3,NOS3,NOS2",0.177922587,4
BP,GO:1900373,positive regulation of purine nucleotide biosynthetic process,40/18493,1.46E-06,1.84E-05,6.40E-06,3630/6774/4846/4843,"INS,STAT3,NOS3,NOS2",0.177922587,4
BP,GO:0002285,lymphocyte activation involved in immune response,174/18493,1.60E-06,2.01E-05,6.98E-06,3569/6774/3586/3383/3458/959,"IL6,STAT3,IL10,ICAM1,IFNG,CD40LG",0.255277704,6
BP,GO:0002367,cytokine production involved in immune response,95/18493,1.61E-06,2.01E-05,6.98E-06,3569/3553/3586/3162/948,"IL6,IL1B,IL10,HMOX1,CD36",0.19281301,5
BP,GO:0030574,collagen catabolic process,41/18493,1.62E-06,2.01E-05,6.98E-06,4318/4313/4312/4314,"MMP9,MMP2,MMP1,MMP3",0.145790281,4
BP,GO:1902882,regulation of response to oxidative stress,96/18493,1.70E-06,2.09E-05,7.27E-06,3630/207/3586/4314/948,"INS,AKT1,IL10,MMP3,CD36",0.190027442,5
BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,96/18493,1.70E-06,2.09E-05,7.27E-06,3630/207/4318/5743/596,"INS,AKT1,MMP9,PTGS2,BCL2",0.207136197,5
BP,GO:0032459,regulation of protein oligomerization,42/18493,1.78E-06,2.18E-05,7.60E-06,3630/7157/4312/4314,"INS,TP53,MMP1,MMP3",0.164410293,4
BP,GO:0018105,peptidyl-serine phosphorylation,282/18493,1.80E-06,2.20E-05,7.64E-06,3569/207/7422/5743/5594/3458/596,"IL6,AKT1,VEGFA,PTGS2,MAPK1,IFNG,BCL2",0.288746336,7
BP,GO:0042098,T cell proliferation,178/18493,1.83E-06,2.20E-05,7.66E-06,3569/3553/3586/7412/836/959,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG",0.251257801,6
BP,GO:0051170,import into nucleus,178/18493,1.83E-06,2.20E-05,7.66E-06,207/6774/5743/5594/3458/948,"AKT1,STAT3,PTGS2,MAPK1,IFNG,CD36",0.233102636,6
BP,GO:0071346,cellular response to interferon-gamma,178/18493,1.83E-06,2.20E-05,7.66E-06,6347/5468/3383/7412/3458/4843,"CCL2,PPARG,ICAM1,VCAM1,IFNG,NOS2",0.241168444,6
BP,GO:0070661,leukocyte proliferation,283/18493,1.85E-06,2.21E-05,7.69E-06,3569/3553/3586/7412/836/959/596,"IL6,IL1B,IL10,VCAM1,CASP3,CD40LG,BCL2",0.265040335,7
BP,GO:0008585,female gonad development,98/18493,1.88E-06,2.23E-05,7.77E-06,7422/3383/836/4846/596,"VEGFA,ICAM1,CASP3,NOS3,BCL2",0.181864458,5
BP,GO:0030301,cholesterol transport,98/18493,1.88E-06,2.23E-05,7.77E-06,5468/5444/1071/1080/948,"PPARG,PON1,CETP,CFTR,CD36",0.107040479,5
BP,GO:0051341,regulation of oxidoreductase activity,99/18493,1.98E-06,2.34E-05,8.13E-06,3630/207/3553/4846/3458,"INS,AKT1,IL1B,NOS3,IFNG",0.227130308,5
BP,GO:0052548,regulation of endopeptidase activity,417/18493,2.08E-06,2.44E-05,8.49E-06,207/6774/7422/4318/5743/5468/836/5054,"AKT1,STAT3,VEGFA,MMP9,PTGS2,PPARG,CASP3,SERPINE1",0.350137783,8
BP,GO:0043534,blood vessel endothelial cell migration,182/18493,2.08E-06,2.44E-05,8.49E-06,207/7422/5743/5468/4846/3162,"AKT1,VEGFA,PTGS2,PPARG,NOS3,HMOX1",0.257614503,6
BP,GO:0046890,regulation of lipid biosynthetic process,183/18493,2.15E-06,2.50E-05,8.71E-06,3630/207/3553/5743/3458/3156,"INS,AKT1,IL1B,PTGS2,IFNG,HMGCR",0.247164469,6
